developers,iso2_code,year,quarter
1826,BM,2022,3
1663,ER,2022,3
1620,GF,2022,3
1601,DJ,2022,3
1547,VI,2022,3
1397,GD,2022,3
1370,FO,2022,3
1369,GG,2022,3
1330,LI,2022,3
1277,GI,2022,3
1275,MC,2022,3
1162,AG,2022,3
1152,SS,2022,3
1147,TD,2022,3
970,TL,2022,3
962,AX,2022,3
950,VC,2022,3
839,DM,2022,3
811,GL,2022,3
667,YT,2022,3
664,KN,2022,3
641,SM,2022,3
635,MP,2022,3
589,GQ,2022,3
588,SX,2022,3
522,TC,2022,3
493,VU,2022,3
463,SB,2022,3
413,VG,2022,3
361,KM,2022,3
350,AS,2022,3
345,AI,2022,3
338,WS,2022,3
332,BQ,2022,3
263,TO,2022,3
243,CF,2022,3
223,GW,2022,3
219,ST,2022,3
191,FM,2022,3
179,PW,2022,3
159,MH,2022,3
156,MF,2022,3
144,KI,2022,3
129,CK,2022,3
122,PM,2022,3
17416689,US,2022,4
13339629,EU,2022,4
10567593,IN,2022,4
8648352,CN,2022,4
3501226,BR,2022,4
2946458,GB,2022,4
2653716,RU,2022,4
2538291,DE,2022,4
2379999,ID,2022,4
2324953,JP,2022,4
2137478,CA,2022,4
2037520,FR,2022,4
1629354,KR,2022,4
1361757,HK,2022,4
1339349,MX,2022,4
1285942,ES,2022,4
1243553,TR,2022,4
1237554,VN,2022,4
1231761,AU,2022,4
1110917,PH,2022,4
1048914,PL,2022,4
1030070,NL,2022,4
1029538,UA,2022,4
952924,IT,2022,4
844030,PK,2022,4
836840,TW,2022,4
774024,SG,2022,4
741211,AR,2022,4
724189,TH,2022,4
706112,CO,2022,4
663996,NG,2022,4
640531,EG,2022,4
615925,BD,2022,4
558592,SE,2022,4
531869,MY,2022,4
486392,IL,2022,4
452334,IR,2022,4
432286,ZA,2022,4
425122,RO,2022,4
400801,SA,2022,4
397241,BE,2022,4
394402,CH,2022,4
370239,PE,2022,4
364660,CL,2022,4
352152,MA,2022,4
349169,PT,2022,4
303995,DK,2022,4
295589,CZ,2022,4
283530,AT,2022,4
277634,NO,2022,4
273207,BY,2022,4
262982,HU,2022,4
261778,IE,2022,4
261156,FI,2022,4
243497,NZ,2022,4
242446,AE,2022,4
226754,KE,2022,4
223564,LK,2022,4
219383,DZ,2022,4
216055,GR,2022,4
193939,TN,2022,4
190603,BG,2022,4
185998,NP,2022,4
185608,RS,2022,4
183020,KZ,2022,4
170772,IQ,2022,4
170122,EC,2022,4
147568,VE,2022,4
125981,UZ,2022,4
115790,GH,2022,4
112323,LT,2022,4
111767,CR,2022,4
108379,HR,2022,4
107129,SK,2022,4
103504,MM,2022,4
93109,JO,2022,4
92758,GE,2022,4
86973,DO,2022,4
84311,BO,2022,4
83574,GT,2022,4
79983,ET,2022,4
79775,LV,2022,4
77628,UY,2022,4
77114,AZ,2022,4
75703,AM,2022,4
75676,EE,2022,4
74394,LB,2022,4
71746,KH,2022,4
65814,SI,2022,4
59824,MD,2022,4
57692,PS,2022,4
57232,SV,2022,4
56814,AL,2022,4
56236,BA,2022,4
50387,KW,2022,4
49379,KG,2022,4
49197,UG,2022,4
47151,CM,2022,4
46137,MK,2022,4
42448,QA,2022,4
41176,HN,2022,4
40732,PA,2022,4
40086,YE,2022,4
39754,TZ,2022,4
38185,CI,2022,4
37993,CY,2022,4
36573,PR,2022,4
34816,MN,2022,4
34260,PY,2022,4
33934,OM,2022,4
33197,SY,2022,4
33067,SN,2022,4
30390,ZW,2022,4
30356,CU,2022,4
30071,LU,2022,4
28745,SD,2022,4
27652,JM,2022,4
27257,NI,2022,4
25500,MG,2022,4
24950,BH,2022,4
24793,IS,2022,4
24029,LY,2022,4
23360,RW,2022,4
23280,MU,2022,4
22996,MT,2022,4
21971,BJ,2022,4
21132,TT,2022,4
20396,AO,2022,4
19443,ZM,2022,4
18836,SO,2022,4
18290,AF,2022,4
16912,MO,2022,4
16228,CD,2022,4
14671,LA,2022,4
14099,MZ,2022,4
13761,TG,2022,4
13750,ME,2022,4
11670,RE,2022,4
10237,BW,2022,4
9933,MV,2022,4
9903,HT,2022,4
9754,MW,2022,4
9154,BF,2022,4
8564,BN,2022,4
8244,TJ,2022,4
8057,NA,2022,4
7238,XK,2022,4
6747,ML,2022,4
6150,BS,2022,4
6001,BB,2022,4
5994,TM,2022,4
5419,SL,2022,4
5279,BT,2022,4
4526,GY,2022,4
4521,PG,2022,4
4489,LR,2022,4
4452,MR,2022,4
4325,BZ,2022,4
4252,FJ,2022,4
4161,GN,2022,4
4136,GP,2022,4
4116,SC,2022,4
3919,GA,2022,4
3723,SR,2022,4
3462,LS,2022,4
3314,GM,2022,4
3286,MQ,2022,4
3199,CV,2022,4
3195,IM,2022,4
3185,GU,2022,4
3158,NE,2022,4
3098,CG,2022,4
3066,BI,2022,4
2840,PF,2022,4
2747,NC,2022,4
2730,JE,2022,4
2668,CW,2022,4
2629,AD,2022,4
2576,SZ,2022,4
2177,KY,2022,4
2158,LC,2022,4
1958,AW,2022,4
1883,BM,2022,4
1710,DJ,2022,4
1677,GF,2022,4
1639,ER,2022,4
1603,VI,2022,4
1482,GD,2022,4
1430,GG,2022,4
1400,FO,2022,4
1400,LI,2022,4
1363,MC,2022,4
1337,GI,2022,4
1331,SS,2022,4
1288,TD,2022,4
1253,AG,2022,4
1038,AX,2022,4
1017,TL,2022,4
1006,VC,2022,4
894,DM,2022,4
857,GL,2022,4
704,YT,2022,4
677,KN,2022,4
665,SM,2022,4
653,MP,2022,4
637,GQ,2022,4
607,SX,2022,4
550,TC,2022,4
521,VU,2022,4
490,SB,2022,4
450,VG,2022,4
384,KM,2022,4
371,AS,2022,4
366,WS,2022,4
349,AI,2022,4
340,BQ,2022,4
290,TO,2022,4
258,CF,2022,4
247,ST,2022,4
233,GW,2022,4
203,FM,2022,4
184,PW,2022,4
174,MF,2022,4
162,MH,2022,4
148,KI,2022,4
130,PM,2022,4
128,CK,2022,4
18326730,US,2023,1
14086752,EU,2023,1
11443487,IN,2023,1
8863326,CN,2023,1
3736602,BR,2023,1
3110915,GB,2023,1
2790032,RU,2023,1
2676735,DE,2023,1
2518881,ID,2023,1
2471377,JP,2023,1
2256444,CA,2023,1
2156516,FR,2023,1
1725705,KR,2023,1
1470028,HK,2023,1
1418639,MX,2023,1
1370198,ES,2023,1
1317401,TR,2023,1
1313681,VN,2023,1
1292102,AU,2023,1
1186364,PH,2023,1
1109622,PL,2023,1
1084341,NL,2023,1
1071147,UA,2023,1
1009526,IT,2023,1
924871,PK,2023,1
907211,TW,2023,1
850023,SG,2023,1
801254,AR,2023,1
764382,TH,2023,1
760170,CO,2023,1
730873,NG,2023,1
711521,BD,2023,1
687838,EG,2023,1
585385,SE,2023,1
562878,MY,2023,1
511035,IL,2023,1
488928,IR,2023,1
469504,ZA,2023,1
444800,RO,2023,1
426067,SA,2023,1
418586,BE,2023,1
413957,CH,2023,1
392486,PE,2023,1
387675,MA,2023,1
383817,CL,2023,1
369878,PT,2023,1
317817,DK,2023,1
311778,CZ,2023,1
299861,AT,2023,1
291346,NO,2023,1
281666,BY,2023,1
276673,FI,2023,1
276022,HU,2023,1
275288,IE,2023,1
264766,AE,2023,1
255673,NZ,2023,1
254108,KE,2023,1
243299,LK,2023,1
238157,DZ,2023,1
225160,GR,2023,1
208372,TN,2023,1
201873,NP,2023,1
201316,BG,2023,1
196682,KZ,2023,1
194954,RS,2023,1
181131,IQ,2023,1
180536,EC,2023,1
156172,VE,2023,1
140105,UZ,2023,1
130935,GH,2023,1
118795,CR,2023,1
118765,LT,2023,1
113587,HR,2023,1
113578,SK,2023,1
110984,MM,2023,1
103337,GE,2023,1
99483,JO,2023,1
92849,DO,2023,1
89616,BO,2023,1
89310,GT,2023,1
85868,ET,2023,1
85233,LV,2023,1
83478,AZ,2023,1
81919,UY,2023,1
81482,AM,2023,1
79421,LB,2023,1
79333,EE,2023,1
77894,KH,2023,1
68774,SI,2023,1
63551,MD,2023,1
61158,PS,2023,1
60894,SV,2023,1
59368,BA,2023,1
58221,AL,2023,1
53864,KG,2023,1
53431,KW,2023,1
52672,UG,2023,1
50882,CM,2023,1
48678,MK,2023,1
45922,QA,2023,1
44363,YE,2023,1
44012,HN,2023,1
42862,PA,2023,1
42327,TZ,2023,1
41519,CY,2023,1
41200,CI,2023,1
38743,PR,2023,1
37356,MN,2023,1
36836,OM,2023,1
36625,PY,2023,1
35984,SN,2023,1
34639,SY,2023,1
32544,ZW,2023,1
32377,LU,2023,1
31757,CU,2023,1
30819,SD,2023,1
29349,JM,2023,1
29185,NI,2023,1
27740,MG,2023,1
26988,BH,2023,1
26313,RW,2023,1
25991,IS,2023,1
25817,LY,2023,1
24546,MU,2023,1
24084,MT,2023,1
23839,BJ,2023,1
22297,TT,2023,1
22138,AO,2023,1
20975,ZM,2023,1
20479,SO,2023,1
19894,AF,2023,1
18327,MO,2023,1
17766,CD,2023,1
15603,ME,2023,1
15529,LA,2023,1
15224,MZ,2023,1
14875,TG,2023,1
12283,RE,2023,1
12125,XK,2023,1
11108,BW,2023,1
10958,MW,2023,1
10664,MV,2023,1
10464,HT,2023,1
9991,BF,2023,1
9012,BN,2023,1
8937,TJ,2023,1
8625,NA,2023,1
7485,ML,2023,1
6440,BS,2023,1
6316,TM,2023,1
6223,BB,2023,1
5887,SL,2023,1
5648,BT,2023,1
5020,PG,2023,1
4880,MR,2023,1
4797,LR,2023,1
4793,GY,2023,1
4711,SC,2023,1
4709,BZ,2023,1
4643,GN,2023,1
4557,FJ,2023,1
4326,GP,2023,1
4292,GA,2023,1
4018,SR,2023,1
3708,LS,2023,1
3626,NE,2023,1
3513,GM,2023,1
3498,MQ,2023,1
3475,CG,2023,1
3393,CV,2023,1
3361,IM,2023,1
3343,GU,2023,1
3326,BI,2023,1
3009,PF,2023,1
2913,NC,2023,1
2906,AD,2023,1
2869,JE,2023,1
2801,CW,2023,1
2728,SZ,2023,1
2279,KY,2023,1
2261,LC,2023,1
2070,AW,2023,1
1927,BM,2023,1
1872,DJ,2023,1
1790,GF,2023,1
1659,VI,2023,1
1601,ER,2023,1
1599,GD,2023,1
1567,SS,2023,1
1497,MC,2023,1
1477,TD,2023,1
1470,LI,2023,1
1469,GG,2023,1
1459,FO,2023,1
1365,GI,2023,1
1325,AG,2023,1
1118,TL,2023,1
1075,VC,2023,1
1003,AX,2023,1
958,DM,2023,1
915,GL,2023,1
742,YT,2023,1
741,KN,2023,1
693,GQ,2023,1
693,MP,2023,1
693,SM,2023,1
645,SX,2023,1
579,TC,2023,1
554,VU,2023,1
547,VG,2023,1
541,SB,2023,1
407,KM,2023,1
401,AS,2023,1
390,WS,2023,1
370,BQ,2023,1
365,AI,2023,1
311,TO,2023,1
289,GW,2023,1
286,CF,2023,1
254,ST,2023,1
215,FM,2023,1
204,MF,2023,1
188,PW,2023,1
172,MH,2023,1
160,KI,2023,1
136,PM,2023,1
135,CK,2023,1
19338656,US,2023,2
14858245,EU,2023,2
12258702,IN,2023,2
9032875,CN,2023,2
4024727,BR,2023,2
3278228,GB,2023,2
2926677,RU,2023,2
2834959,DE,2023,2
2712048,ID,2023,2
2697353,JP,2023,2
2370776,CA,2023,2
2271129,FR,2023,2
1824580,KR,2023,2
1561463,HK,2023,2
1504115,MX,2023,2
1453100,ES,2023,2
1430601,VN,2023,2
1396972,TR,2023,2
1366384,AU,2023,2
1271474,PH,2023,2
1171106,PL,2023,2
1152279,NL,2023,2
1122708,UA,2023,2
1065048,IT,2023,2
1004140,PK,2023,2
987536,TW,2023,2
943281,SG,2023,2
870966,AR,2023,2
817838,CO,2023,2
805826,BD,2023,2
803463,TH,2023,2
796375,NG,2023,2
737955,EG,2023,2
610668,SE,2023,2
603511,MY,2023,2
537831,IL,2023,2
524447,IR,2023,2
509385,ZA,2023,2
465336,RO,2023,2
452266,SA,2023,2
437457,BE,2023,2
435394,CH,2023,2
425595,PE,2023,2
421084,MA,2023,2
413753,CL,2023,2
391499,PT,2023,2
330524,DK,2023,2
328542,CZ,2023,2
316584,AT,2023,2
303269,NO,2023,2
291618,FI,2023,2
290484,BY,2023,2
288412,IE,2023,2
287709,HU,2023,2
287270,AE,2023,2
276380,KE,2023,2
269741,NZ,2023,2
262954,LK,2023,2
256873,DZ,2023,2
235213,GR,2023,2
220399,TN,2023,2
218220,NP,2023,2
213149,KZ,2023,2
211762,BG,2023,2
205208,RS,2023,2
195414,EC,2023,2
193560,IQ,2023,2
167204,VE,2023,2
154003,UZ,2023,2
143402,GH,2023,2
127197,CR,2023,2
125343,LT,2023,2
119251,SK,2023,2
119237,HR,2023,2
117984,MM,2023,2
110827,GE,2023,2
107162,JO,2023,2
99701,DO,2023,2
98155,BO,2023,2
95788,GT,2023,2
90206,LV,2023,2
89643,AZ,2023,2
87926,UY,2023,2
86107,AM,2023,2
85077,LB,2023,2
84574,KH,2023,2
83920,ET,2023,2
83321,EE,2023,2
72020,SI,2023,2
68424,MD,2023,2
65493,PS,2023,2
65445,SV,2023,2
62183,BA,2023,2
60525,AL,2023,2
58073,KG,2023,2
56922,KW,2023,2
56274,UG,2023,2
54817,CM,2023,2
51170,MK,2023,2
49462,QA,2023,2
48468,YE,2023,2
47382,HN,2023,2
46390,PA,2023,2
45353,TZ,2023,2
45295,CY,2023,2
44326,CI,2023,2
40949,PR,2023,2
40241,PY,2023,2
40126,OM,2023,2
39974,MN,2023,2
38223,SN,2023,2
36906,SY,2023,2
35012,LU,2023,2
34626,ZW,2023,2
33538,CU,2023,2
31654,NI,2023,2
31327,SD,2023,2
31028,JM,2023,2
30105,MG,2023,2
29619,RW,2023,2
29282,BH,2023,2
28208,LY,2023,2
27107,IS,2023,2
26021,MU,2023,2
25934,BJ,2023,2
25615,MT,2023,2
24114,AO,2023,2
23535,TT,2023,2
22853,ZM,2023,2
21904,SO,2023,2
21664,AF,2023,2
19432,MO,2023,2
19364,CD,2023,2
17482,ME,2023,2
16739,LA,2023,2
16488,MZ,2023,2
16053,TG,2023,2
15179,XK,2023,2
12977,RE,2023,2
12064,MW,2023,2
11988,BW,2023,2
11501,MV,2023,2
11070,HT,2023,2
10891,BF,2023,2
9613,TJ,2023,2
9548,BN,2023,2
9315,NA,2023,2
8109,ML,2023,2
7290,SC,2023,2
6726,BS,2023,2
6655,TM,2023,2
6491,BB,2023,2
6232,SL,2023,2
6143,BT,2023,2
5667,PG,2023,2
5399,MR,2023,2
5165,LR,2023,2
5117,GY,2023,2
5019,GN,2023,2
4991,BZ,2023,2
4926,FJ,2023,2
4766,GA,2023,2
4614,GP,2023,2
4330,SR,2023,2
3950,LS,2023,2
3922,NE,2023,2
3910,CG,2023,2
3720,MQ,2023,2
3695,GM,2023,2
3580,CV,2023,2
3572,BI,2023,2
3568,IM,2023,2
3479,GU,2023,2
3183,PF,2023,2
3181,AD,2023,2
3064,NC,2023,2
2966,JE,2023,2
2951,CW,2023,2
2920,SZ,2023,2
2442,KY,2023,2
2406,LC,2023,2
2173,AW,2023,2
2027,DJ,2023,2
1993,BM,2023,2
1908,GF,2023,2
1786,SS,2023,2
1748,VI,2023,2
1686,GD,2023,2
1661,MC,2023,2
1616,TD,2023,2
1577,ER,2023,2
1575,LI,2023,2
1549,GG,2023,2
1510,FO,2023,2
1430,GI,2023,2
1366,AG,2023,2
1213,TL,2023,2
1133,VC,2023,2
1032,AX,2023,2
1010,DM,2023,2
993,GL,2023,2
803,YT,2023,2
781,KN,2023,2
775,GQ,2023,2
744,SM,2023,2
742,MP,2023,2
681,SX,2023,2
619,TC,2023,2
600,VU,2023,2
589,SB,2023,2
570,VG,2023,2
435,AS,2023,2
432,KM,2023,2
423,WS,2023,2
395,BQ,2023,2
382,AI,2023,2
343,GW,2023,2
333,TO,2023,2
317,CF,2023,2
280,ST,2023,2
231,FM,2023,2
216,MF,2023,2
203,PW,2023,2
179,KI,2023,2
179,MH,2023,2
140,PM,2023,2
138,CK,2023,2
123,VA,2023,2
20226711,US,2023,3
15528470,EU,2023,3
13326416,IN,2023,3
9131545,CN,2023,3
4315369,BR,2023,3
3422806,GB,2023,3
3060711,RU,2023,3
2972917,DE,2023,3
2938205,ID,2023,3
2886350,JP,2023,3
2479673,CA,2023,3
2372522,FR,2023,3
1907931,KR,2023,3
1697072,HK,2023,3
1588610,MX,2023,3
1537574,VN,2023,3
1521688,ES,2023,3
1498372,TR,2023,3
1439219,AU,2023,3
1361430,PH,2023,3
1219463,PL,2023,3
1207142,NL,2023,3
1176158,UA,2023,3
1112253,IT,2023,3
1105725,PK,2023,3
1049487,TW,2023,3
1020658,SG,2023,3
945696,BD,2023,3
927049,AR,2023,3
874571,CO,2023,3
872162,NG,2023,3
858245,TH,2023,3
792790,EG,2023,3
636916,MY,2023,3
636330,SE,2023,3
565825,IR,2023,3
561204,IL,2023,3
540586,ZA,2023,3
481930,SA,2023,3
481867,RO,2023,3
458398,PE,2023,3
454427,BE,2023,3
453622,CH,2023,3
448194,MA,2023,3
438505,CL,2023,3
410464,PT,2023,3
344148,DK,2023,3
343417,CZ,2023,3
331849,AT,2023,3
316860,NO,2023,3
308913,AE,2023,3
304883,FI,2023,3
299801,IE,2023,3
298937,HU,2023,3
297656,BY,2023,3
297581,KE,2023,3
282588,LK,2023,3
281586,NZ,2023,3
273534,DZ,2023,3
244973,GR,2023,3
236298,NP,2023,3
231523,TN,2023,3
225654,KZ,2023,3
221792,BG,2023,3
215144,RS,2023,3
208560,EC,2023,3
202936,IQ,2023,3
177624,VE,2023,3
167475,UZ,2023,3
153191,GH,2023,3
133858,CR,2023,3
131440,LT,2023,3
126024,MM,2023,3
124732,SK,2023,3
124212,HR,2023,3
116440,GE,2023,3
115294,JO,2023,3
106058,DO,2023,3
105628,BO,2023,3
102359,GT,2023,3
97249,AZ,2023,3
95951,LV,2023,3
93735,ET,2023,3
93387,UY,2023,3
92864,KH,2023,3
90981,LB,2023,3
90234,AM,2023,3
87150,EE,2023,3
74300,SI,2023,3
72401,MD,2023,3
70577,SV,2023,3
70097,PS,2023,3
64438,BA,2023,3
62709,AL,2023,3
61929,KG,2023,3
60449,KW,2023,3
60371,UG,2023,3
58914,CM,2023,3
54063,YE,2023,3
52990,MK,2023,3
52895,QA,2023,3
50640,HN,2023,3
49409,PA,2023,3
48357,TZ,2023,3
48129,CY,2023,3
47139,CI,2023,3
44701,MN,2023,3
43591,PY,2023,3
43371,OM,2023,3
43090,PR,2023,3
40195,SN,2023,3
39255,SY,2023,3
37132,LU,2023,3
36333,ZW,2023,3
35000,CU,2023,3
34532,NI,2023,3
32489,JM,2023,3
32474,MG,2023,3
32219,SD,2023,3
31819,RW,2023,3
31017,BH,2023,3
30522,LY,2023,3
28383,IS,2023,3
27719,BJ,2023,3
27044,MU,2023,3
26665,AO,2023,3
26551,MT,2023,3
24514,TT,2023,3
24503,ZM,2023,3
23912,AF,2023,3
23560,SO,2023,3
21023,CD,2023,3
20650,MO,2023,3
18660,ME,2023,3
18248,LA,2023,3
18020,MZ,2023,3
17044,TG,2023,3
15643,XK,2023,3
13570,RE,2023,3
13058,MW,2023,3
12780,BW,2023,3
12131,MV,2023,3
11888,BF,2023,3
11666,HT,2023,3
10610,TJ,2023,3
10175,NA,2023,3
10115,BN,2023,3
8740,ML,2023,3
7112,SC,2023,3
6955,BS,2023,3
6772,TM,2023,3
6728,BB,2023,3
6726,SL,2023,3
6701,BT,2023,3
6276,PG,2023,3
5907,MR,2023,3
5516,GN,2023,3
5471,LR,2023,3
5423,GY,2023,3
5305,FJ,2023,3
5282,BZ,2023,3
5189,GA,2023,3
4832,GP,2023,3
4591,SR,2023,3
4410,CG,2023,3
4226,LS,2023,3
4119,NE,2023,3
3912,GM,2023,3
3906,MQ,2023,3
3858,BI,2023,3
3751,CV,2023,3
3746,IM,2023,3
3654,GU,2023,3
3392,AD,2023,3
3344,PF,2023,3
3231,NC,2023,3
3132,SZ,2023,3
3118,JE,2023,3
3048,CW,2023,3
2543,KY,2023,3
2527,LC,2023,3
2263,AW,2023,3
2122,DJ,2023,3
2061,BM,2023,3
2020,SS,2023,3
1989,GF,2023,3
1822,VI,2023,3
1819,TD,2023,3
1778,GD,2023,3
1697,MC,2023,3
1634,LI,2023,3
1633,GG,2023,3
1590,ER,2023,3
1587,FO,2023,3
1493,GI,2023,3
1455,AG,2023,3
1325,TL,2023,3
1218,VC,2023,3
1074,AX,2023,3
1048,GL,2023,3
1043,DM,2023,3
874,YT,2023,3
841,GQ,2023,3
831,KN,2023,3
820,MP,2023,3
776,SM,2023,3
726,SX,2023,3
662,TC,2023,3
631,SB,2023,3
628,VU,2023,3
584,VG,2023,3
466,WS,2023,3
462,AS,2023,3
451,KM,2023,3
423,BQ,2023,3
397,GW,2023,3
387,AI,2023,3
354,TO,2023,3
329,CF,2023,3
299,ST,2023,3
238,FM,2023,3
222,PW,2023,3
219,MF,2023,3
190,KI,2023,3
186,MH,2023,3
157,VA,2023,3
142,CK,2023,3
140,PM,2023,3
21077020,US,2023,4
16336752,EU,2023,4
14211676,IN,2023,4
9274587,CN,2023,4
4532935,BR,2023,4
3595978,GB,2023,4
3209599,RU,2023,4
3134538,DE,2023,4
3119277,ID,2023,4
3053019,JP,2023,4
2597209,CA,2023,4
2501700,FR,2023,4
1983247,KR,2023,4
1827597,HK,2023,4
1672397,MX,2023,4
1617140,VN,2023,4
1612713,ES,2023,4
1581758,TR,2023,4
1498591,AU,2023,4
1451713,PH,2023,4
1283028,PL,2023,4
1260576,NL,2023,4
1244062,UA,2023,4
1192511,PK,2023,4
1176773,IT,2023,4
1106311,TW,2023,4
1091989,SG,2023,4
1073374,BD,2023,4
969604,AR,2023,4
924403,NG,2023,4
920019,CO,2023,4
900719,TH,2023,4
841653,EG,2023,4
679803,MY,2023,4
665114,SE,2023,4
598531,IR,2023,4
579645,IL,2023,4
564536,ZA,2023,4
510284,SA,2023,4
502831,RO,2023,4
487039,PE,2023,4
478096,MA,2023,4
476604,BE,2023,4
475424,CH,2023,4
459555,CL,2023,4
432749,PT,2023,4
363958,CZ,2023,4
358428,DK,2023,4
350282,AT,2023,4
331735,AE,2023,4
329673,NO,2023,4
319853,FI,2023,4
317073,KE,2023,4
314276,IE,2023,4
310935,HU,2023,4
306332,BY,2023,4
301030,LK,2023,4
291726,DZ,2023,4
291133,NZ,2023,4
255187,GR,2023,4
251049,NP,2023,4
245586,TN,2023,4
239638,KZ,2023,4
231344,BG,2023,4
224194,RS,2023,4
221762,EC,2023,4
211049,IQ,2023,4
187079,VE,2023,4
182921,UZ,2023,4
160756,GH,2023,4
139512,CR,2023,4
137505,LT,2023,4
132700,MM,2023,4
130512,SK,2023,4
129473,HR,2023,4
122527,GE,2023,4
122306,JO,2023,4
113392,BO,2023,4
112174,DO,2023,4
107349,GT,2023,4
104714,ET,2023,4
103201,AZ,2023,4
102562,KH,2023,4
101035,LV,2023,4
97024,UY,2023,4
95832,LB,2023,4
93483,AM,2023,4
91613,EE,2023,4
77396,SI,2023,4
76570,MD,2023,4
74405,SV,2023,4
72323,PS,2023,4
67206,BA,2023,4
66306,KG,2023,4
65419,AL,2023,4
64232,UG,2023,4
63137,KW,2023,4
62879,CM,2023,4
59222,YE,2023,4
56207,QA,2023,4
55647,MK,2023,4
53188,HN,2023,4
52219,PA,2023,4
51367,TZ,2023,4
51267,CY,2023,4
50334,CI,2023,4
47717,MN,2023,4
46735,OM,2023,4
46377,PY,2023,4
44967,PR,2023,4
42700,SN,2023,4
41622,SY,2023,4
39150,LU,2023,4
38118,ZW,2023,4
36630,CU,2023,4
36414,NI,2023,4
34796,MG,2023,4
34422,RW,2023,4
34067,JM,2023,4
33198,BH,2023,4
32549,SD,2023,4
31688,LY,2023,4
29856,SO,2023,4
29437,BJ,2023,4
29326,IS,2023,4
29325,AO,2023,4
28228,MU,2023,4
27912,MT,2023,4
25983,ZM,2023,4
25795,AF,2023,4
25457,TT,2023,4
22552,CD,2023,4
22199,MO,2023,4
20037,XK,2023,4
19945,LA,2023,4
19519,ME,2023,4
19302,MZ,2023,4
18183,TG,2023,4
14214,RE,2023,4
13922,MW,2023,4
13457,BW,2023,4
12777,MV,2023,4
12709,BF,2023,4
12350,HT,2023,4
11355,TJ,2023,4
10664,NA,2023,4
10536,BN,2023,4
9363,ML,2023,4
7190,BT,2023,4
7177,BS,2023,4
7162,SL,2023,4
7152,TM,2023,4
6973,BB,2023,4
6785,PG,2023,4
6348,MR,2023,4
6005,SC,2023,4
5970,GN,2023,4
5682,GY,2023,4
5663,LR,2023,4
5575,GA,2023,4
5555,FJ,2023,4
5517,BZ,2023,4
5067,GP,2023,4
4959,CG,2023,4
4847,SR,2023,4
4538,LS,2023,4
4301,NE,2023,4
4119,BI,2023,4
4102,GM,2023,4
4086,MQ,2023,4
3956,CV,2023,4
3943,IM,2023,4
3817,GU,2023,4
3643,AD,2023,4
3456,PF,2023,4
3343,NC,2023,4
3278,JE,2023,4
3269,SZ,2023,4
3108,CW,2023,4
2649,KY,2023,4
2627,LC,2023,4
2442,DJ,2023,4
2386,SS,2023,4
2352,AW,2023,4
2161,BM,2023,4
2115,GF,2023,4
1988,TD,2023,4
1868,VI,2023,4
1840,GD,2023,4
1803,MC,2023,4
1700,LI,2023,4
1675,GG,2023,4
1650,FO,2023,4
1637,ER,2023,4
1600,GI,2023,4
1476,AG,2023,4
1433,TL,2023,4
1260,VC,2023,4
1113,GL,2023,4
1096,AX,2023,4
1083,DM,2023,4
968,GQ,2023,4
914,YT,2023,4
866,KN,2023,4
844,MP,2023,4
793,SM,2023,4
762,SX,2023,4
700,TC,2023,4
657,SB,2023,4
654,VU,2023,4
629,VG,2023,4
495,WS,2023,4
489,AS,2023,4
482,KM,2023,4
433,BQ,2023,4
433,GW,2023,4
401,AI,2023,4
367,TO,2023,4
361,CF,2023,4
313,ST,2023,4
248,FM,2023,4
238,PW,2023,4
226,MF,2023,4
194,KI,2023,4
187,MH,2023,4
146,VA,2023,4
145,PM,2023,4
141,CK,2023,4
