repositories,iso2_code,year,quarter
46873,CD,2023,4
46858,ZM,2023,4
44589,BH,2023,4
44385,MO,2023,4
41695,XK,2023,4
41681,SO,2023,4
40349,AF,2023,4
39636,MZ,2023,4
38033,CU,2023,4
36000,SD,2023,4
33471,TG,2023,4
29762,TT,2023,4
29452,LY,2023,4
27611,LA,2023,4
27516,TJ,2023,4
24593,HT,2023,4
23786,MW,2023,4
23052,RE,2023,4
19275,BF,2023,4
18364,BW,2023,4
17064,MV,2023,4
15407,NA,2023,4
15213,ML,2023,4
13995,SC,2023,4
12941,SL,2023,4
12328,BT,2023,4
10907,BN,2023,4
10788,AD,2023,4
10731,LR,2023,4
10467,BB,2023,4
10013,MR,2023,4
9393,TM,2023,4
9359,GA,2023,4
8688,BI,2023,4
8643,GM,2023,4
8580,GN,2023,4
8425,CG,2023,4
8399,CV,2023,4
8358,NE,2023,4
7866,BZ,2023,4
7840,LS,2023,4
7769,IM,2023,4
7537,BS,2023,4
6789,GP,2023,4
6628,MQ,2023,4
6608,NC,2023,4
5885,PG,2023,4
5820,JE,2023,4
5531,GY,2023,4
5431,KY,2023,4
5375,PF,2023,4
5372,SZ,2023,4
4980,SR,2023,4
4824,FJ,2023,4
4654,CW,2023,4
3846,BM,2023,4
3512,GU,2023,4
3485,MC,2023,4
3449,TD,2023,4
3333,SS,2023,4
3120,LI,2023,4
2995,LC,2023,4
2891,FO,2023,4
2889,GI,2023,4
2810,DJ,2023,4
2734,KN,2023,4
2427,AW,2023,4
2316,GD,2023,4
2273,VI,2023,4
2163,GG,2023,4
2160,AX,2023,4
2036,GF,2023,4
1989,MP,2023,4
1975,AG,2023,4
1850,SM,2023,4
1706,ER,2023,4
1691,TL,2023,4
1575,VC,2023,4
1354,GQ,2023,4
1192,SB,2023,4
1088,YT,2023,4
1083,VG,2023,4
955,GL,2023,4
896,DM,2023,4
782,KM,2023,4
694,TC,2023,4
663,SX,2023,4
635,BQ,2023,4
618,VU,2023,4
601,GW,2023,4
522,CF,2023,4
513,ST,2023,4
485,WS,2023,4
405,MF,2023,4
310,AI,2023,4
212,FM,2023,4
206,PW,2023,4
189,VA,2023,4
181,AS,2023,4
173,TO,2023,4
143,KI,2023,4
134,SH,2023,4
