repositories,iso2_code,year,quarter
30669781,US,2020,1
20179087,CN,2020,1
17912888,EU,2020,1
9254535,IN,2020,1
4171705,GB,2020,1
3602025,BR,2020,1
3453638,DE,2020,1
3241750,CA,2020,1
3057681,RU,2020,1
2891946,FR,2020,1
2814553,JP,2020,1
1925215,KR,2020,1
1913481,HK,2020,1
1744385,ES,2020,1
1645127,ID,2020,1
1637559,UA,2020,1
1631400,AU,2020,1
1490080,PL,2020,1
1467690,NL,2020,1
1384527,VN,2020,1
1204885,TW,2020,1
1089820,MX,2020,1
941289,SG,2020,1
874565,IT,2020,1
863354,SE,2020,1
772897,TR,2020,1
678828,CO,2020,1
651461,CH,2020,1
642600,TH,2020,1
630912,PH,2020,1
613903,IL,2020,1
608445,AR,2020,1
588881,BD,2020,1
552638,BE,2020,1
512056,PK,2020,1
473269,IE,2020,1
470719,BY,2020,1
464407,NG,2020,1
445335,DK,2020,1
440201,RO,2020,1
432883,EG,2020,1
418955,FI,2020,1
417881,ZA,2020,1
411862,CZ,2020,1
411307,PT,2020,1
399306,NZ,2020,1
388901,NO,2020,1
385216,MY,2020,1
362975,AT,2020,1
356948,PE,2020,1
353627,CL,2020,1
330409,KE,2020,1
301232,HU,2020,1
279984,BG,2020,1
260412,IR,2020,1
257723,LK,2020,1
249003,GR,2020,1
204625,RS,2020,1
198009,SA,2020,1
192760,NP,2020,1
181265,MA,2020,1
169705,AE,2020,1
151949,TN,2020,1
138828,EC,2020,1
133760,LT,2020,1
132186,KZ,2020,1
128773,EE,2020,1
125990,HR,2020,1
117394,CR,2020,1
115715,SK,2020,1
104299,VE,2020,1
99498,DZ,2020,1
89653,SI,2020,1
88459,GT,2020,1
85822,GH,2020,1
84607,LV,2020,1
83547,BO,2020,1
80828,AM,2020,1
78490,DO,2020,1
72854,KH,2020,1
68391,MM,2020,1
65571,UY,2020,1
63589,UG,2020,1
60700,MD,2020,1
59195,JO,2020,1
58900,SV,2020,1
56586,BA,2020,1
54656,AZ,2020,1
50733,IQ,2020,1
49782,UZ,2020,1
48461,GE,2020,1
44489,IS,2020,1
44258,KG,2020,1
43965,LU,2020,1
43182,PS,2020,1
42478,HN,2020,1
41500,LB,2020,1
41051,MK,2020,1
36827,AL,2020,1
35227,CM,2020,1
33274,ET,2020,1
32625,TZ,2020,1
32398,CY,2020,1
31985,YE,2020,1
30415,PR,2020,1
29848,PY,2020,1
29827,SN,2020,1
29708,RW,2020,1
29547,KW,2020,1
29377,PA,2020,1
27296,JM,2020,1
25608,MT,2020,1
25327,QA,2020,1
23059,ZW,2020,1
22849,CI,2020,1
22629,NI,2020,1
22410,MU,2020,1
20353,MN,2020,1
19047,MO,2020,1
16955,MG,2020,1
16789,HT,2020,1
13464,SY,2020,1
12908,SD,2020,1
12345,OM,2020,1
11885,TT,2020,1
11829,BH,2020,1
11573,CU,2020,1
11123,ZM,2020,1
10767,ME,2020,1
10330,MZ,2020,1
9905,AO,2020,1
9648,RE,2020,1
9322,LY,2020,1
8359,BJ,2020,1
8304,CD,2020,1
8020,LA,2020,1
7235,AF,2020,1
5714,TG,2020,1
5289,TJ,2020,1
5049,BB,2020,1
4965,MV,2020,1
4686,BW,2020,1
4645,SO,2020,1
4385,BN,2020,1
4107,MW,2020,1
3685,NA,2020,1
3249,NC,2020,1
3128,GP,2020,1
3051,BF,2020,1
3012,BM,2020,1
2918,IM,2020,1
2777,PF,2020,1
2717,JE,2020,1
2432,ML,2020,1
2414,CW,2020,1
2408,BS,2020,1
2377,SL,2020,1
2304,GA,2020,1
2303,CV,2020,1
2277,KY,2020,1
2183,BT,2020,1
2112,MQ,2020,1
2109,AD,2020,1
2090,GY,2020,1
2057,MR,2020,1
2018,GM,2020,1
1971,FJ,2020,1
1961,GU,2020,1
1762,LR,2020,1
1712,BZ,2020,1
1676,MC,2020,1
1656,SR,2020,1
1586,GN,2020,1
1579,BI,2020,1
1547,NE,2020,1
1489,GI,2020,1
1396,FO,2020,1
1354,LI,2020,1
1303,PG,2020,1
1235,SZ,2020,1
1167,LS,2020,1
1086,GG,2020,1
1037,CG,2020,1
1033,SC,2020,1
956,LC,2020,1
899,AW,2020,1
876,GD,2020,1
849,GF,2020,1
824,VI,2020,1
753,TL,2020,1
724,DJ,2020,1
697,SM,2020,1
665,AG,2020,1
644,TM,2020,1
605,TC,2020,1
594,VC,2020,1
582,AX,2020,1
482,SB,2020,1
391,KN,2020,1
387,SX,2020,1
379,VG,2020,1
354,SS,2020,1
338,YT,2020,1
315,DM,2020,1
295,GL,2020,1
288,BQ,2020,1
279,TD,2020,1
257,MP,2020,1
239,VU,2020,1
202,WS,2020,1
194,KM,2020,1
178,GQ,2020,1
168,FM,2020,1
144,ST,2020,1
112,AQ,2020,1
32228820,US,2020,2
20997584,CN,2020,2
19058472,EU,2020,2
10503365,IN,2020,2
4339230,GB,2020,2
3977667,BR,2020,2
3661059,DE,2020,2
3477699,CA,2020,2
3351449,RU,2020,2
3087477,FR,2020,2
3050731,JP,2020,2
2363440,HK,2020,2
2124008,KR,2020,2
1848052,ES,2020,2
1820011,ID,2020,2
1763034,UA,2020,2
1739442,AU,2020,2
1597433,PL,2020,2
1544400,NL,2020,2
1502575,VN,2020,2
1314373,TW,2020,2
1184402,MX,2020,2
983324,SG,2020,2
940308,IT,2020,2
904517,SE,2020,2
877798,TR,2020,2
754217,CO,2020,2
678022,TH,2020,2
674367,CH,2020,2
670189,AR,2020,2
666922,PH,2020,2
660685,IL,2020,2
656174,BD,2020,2
595155,PK,2020,2
586300,BE,2020,2
563282,NG,2020,2
508387,IE,2020,2
504930,BY,2020,2
490228,EG,2020,2
478016,RO,2020,2
466211,DK,2020,2
461824,ZA,2020,2
446308,PT,2020,2
440690,FI,2020,2
435995,CZ,2020,2
421511,NZ,2020,2
420621,MY,2020,2
408749,NO,2020,2
391794,PE,2020,2
384839,AT,2020,2
381996,CL,2020,2
366654,KE,2020,2
336201,HU,2020,2
294841,BG,2020,2
285947,LK,2020,2
284253,IR,2020,2
269376,GR,2020,2
219683,SA,2020,2
219118,RS,2020,2
217348,NP,2020,2
204859,MA,2020,2
186576,AE,2020,2
170696,TN,2020,2
153193,EC,2020,2
146377,KZ,2020,2
142760,LT,2020,2
135575,EE,2020,2
135062,HR,2020,2
127659,CR,2020,2
126624,SK,2020,2
112074,DZ,2020,2
111811,VE,2020,2
98017,GT,2020,2
97581,GH,2020,2
94129,SI,2020,2
91412,BO,2020,2
90652,LV,2020,2
87884,AM,2020,2
87198,DO,2020,2
77418,MM,2020,2
76102,KH,2020,2
70318,UY,2020,2
68264,UG,2020,2
66876,MD,2020,2
65843,SV,2020,2
65129,JO,2020,2
60863,BA,2020,2
60739,AZ,2020,2
58213,IQ,2020,2
57467,UZ,2020,2
52938,GE,2020,2
49220,KG,2020,2
48346,PS,2020,2
46939,IS,2020,2
45648,HN,2020,2
45209,MK,2020,2
44660,LB,2020,2
42387,LU,2020,2
40665,AL,2020,2
39792,CM,2020,2
38033,ET,2020,2
36202,TZ,2020,2
34912,KW,2020,2
34072,CY,2020,2
34013,SN,2020,2
33766,YE,2020,2
33273,PR,2020,2
32863,RW,2020,2
32439,PY,2020,2
32128,PA,2020,2
29970,JM,2020,2
27326,QA,2020,2
26801,MT,2020,2
26188,CI,2020,2
25478,ZW,2020,2
24938,NI,2020,2
23409,MU,2020,2
22212,MN,2020,2
18795,MO,2020,2
18279,MG,2020,2
17493,HT,2020,2
15279,SY,2020,2
14497,SD,2020,2
14427,OM,2020,2
13465,TT,2020,2
13379,BH,2020,2
13348,CU,2020,2
12302,ZM,2020,2
12007,ME,2020,2
11713,AO,2020,2
11669,MZ,2020,2
10909,LY,2020,2
10455,RE,2020,2
9621,CD,2020,2
9388,BJ,2020,2
8699,LA,2020,2
8175,AF,2020,2
6553,TG,2020,2
5565,MV,2020,2
5527,TJ,2020,2
5305,BB,2020,2
5179,SO,2020,2
5164,BW,2020,2
4698,BN,2020,2
4534,MW,2020,2
4324,NA,2020,2
3569,IM,2020,2
3506,BF,2020,2
3264,NC,2020,2
3215,GP,2020,2
3210,BM,2020,2
3069,JE,2020,2
2929,PF,2020,2
2801,CW,2020,2
2722,BS,2020,2
2697,MQ,2020,2
2639,BT,2020,2
2623,AD,2020,2
2608,SL,2020,2
2565,CV,2020,2
2533,ML,2020,2
2431,GA,2020,2
2370,GM,2020,2
2341,MR,2020,2
2167,GY,2020,2
2065,GU,2020,2
2006,FJ,2020,2
1869,BI,2020,2
1865,NE,2020,2
1858,SR,2020,2
1836,LR,2020,2
1803,BZ,2020,2
1750,GI,2020,2
1731,GN,2020,2
1653,KY,2020,2
1538,FO,2020,2
1485,LI,2020,2
1451,PG,2020,2
1334,LS,2020,2
1310,MC,2020,2
1282,SZ,2020,2
1148,AW,2020,2
1079,CG,2020,2
1065,LC,2020,2
1019,GF,2020,2
989,SC,2020,2
982,GD,2020,2
978,GG,2020,2
934,VI,2020,2
895,VG,2020,2
750,AG,2020,2
731,DJ,2020,2
712,TL,2020,2
697,SM,2020,2
652,VC,2020,2
610,AX,2020,2
585,TC,2020,2
567,TM,2020,2
450,KN,2020,2
434,SB,2020,2
396,SS,2020,2
388,TD,2020,2
350,DM,2020,2
336,GL,2020,2
336,SX,2020,2
325,MP,2020,2
313,YT,2020,2
312,BQ,2020,2
260,VU,2020,2
258,AI,2020,2
229,KM,2020,2
208,WS,2020,2
195,GQ,2020,2
166,ST,2020,2
151,ER,2020,2
147,FM,2020,2
118,TO,2020,2
33728467,US,2020,3
21399767,CN,2020,3
19994860,EU,2020,3
11823607,IN,2020,3
4483262,GB,2020,3
4359081,BR,2020,3
3843586,DE,2020,3
3700698,CA,2020,3
3589415,RU,2020,3
3325888,JP,2020,3
3201888,FR,2020,3
2765031,HK,2020,3
2366112,KR,2020,3
1984551,ID,2020,3
1936334,ES,2020,3
1872785,UA,2020,3
1832546,AU,2020,3
1671074,PL,2020,3
1624749,VN,2020,3
1607196,NL,2020,3
1425531,TW,2020,3
1302261,SG,2020,3
1274788,MX,2020,3
1009908,IT,2020,3
963957,TR,2020,3
946551,SE,2020,3
831521,CO,2020,3
753764,BD,2020,3
737110,AR,2020,3
718239,TH,2020,3
704037,CH,2020,3
699981,IL,2020,3
699277,PH,2020,3
668520,PK,2020,3
646128,NG,2020,3
616080,BE,2020,3
542513,EG,2020,3
529619,BY,2020,3
526508,IE,2020,3
504541,RO,2020,3
486755,DK,2020,3
484335,ZA,2020,3
474107,PT,2020,3
462764,FI,2020,3
456119,CZ,2020,3
454396,MY,2020,3
443935,NZ,2020,3
431402,NO,2020,3
424103,PE,2020,3
416534,CL,2020,3
404875,KE,2020,3
403326,AT,2020,3
360912,HU,2020,3
311970,IR,2020,3
311354,LK,2020,3
307934,BG,2020,3
295985,GR,2020,3
246231,NP,2020,3
239152,SA,2020,3
233366,RS,2020,3
222346,MA,2020,3
197715,AE,2020,3
189112,TN,2020,3
169760,EC,2020,3
158665,KZ,2020,3
153528,LT,2020,3
145711,HR,2020,3
145276,EE,2020,3
134310,CR,2020,3
133807,SK,2020,3
122857,DZ,2020,3
121298,VE,2020,3
113204,GH,2020,3
110501,GT,2020,3
99402,BO,2020,3
99097,DO,2020,3
98185,SI,2020,3
96842,LV,2020,3
93973,AM,2020,3
88377,MM,2020,3
81023,KH,2020,3
76842,UY,2020,3
74406,UG,2020,3
72604,MD,2020,3
72181,JO,2020,3
71855,SV,2020,3
67931,AZ,2020,3
66760,UZ,2020,3
66184,BA,2020,3
62533,IQ,2020,3
58388,GE,2020,3
54317,KG,2020,3
51097,PS,2020,3
50066,IS,2020,3
49495,LB,2020,3
49281,HN,2020,3
48776,MK,2020,3
45642,CM,2020,3
44681,LU,2020,3
44084,AL,2020,3
41553,ET,2020,3
39911,KW,2020,3
38940,TZ,2020,3
37951,CY,2020,3
37535,SN,2020,3
36151,RW,2020,3
35713,PR,2020,3
35277,PY,2020,3
34302,PA,2020,3
32126,JM,2020,3
29224,QA,2020,3
29011,CI,2020,3
27765,ZW,2020,3
27311,MT,2020,3
27154,NI,2020,3
24837,MU,2020,3
24090,MN,2020,3
22863,YE,2020,3
22351,MO,2020,3
20775,MG,2020,3
18093,HT,2020,3
17103,SY,2020,3
16291,OM,2020,3
15769,SD,2020,3
14664,CU,2020,3
14495,BH,2020,3
14232,TT,2020,3
13986,ZM,2020,3
13709,AO,2020,3
13156,ME,2020,3
13067,MZ,2020,3
11621,LY,2020,3
11364,RE,2020,3
11149,CD,2020,3
10814,BJ,2020,3
9747,LA,2020,3
9104,AF,2020,3
7404,TG,2020,3
6295,SO,2020,3
6221,MV,2020,3
6176,TJ,2020,3
5746,BB,2020,3
5714,BW,2020,3
5041,BN,2020,3
5029,MW,2020,3
4937,NA,2020,3
3935,BF,2020,3
3895,IM,2020,3
3540,NC,2020,3
3457,BT,2020,3
3347,GP,2020,3
3276,JE,2020,3
3190,SL,2020,3
3160,MQ,2020,3
2857,GA,2020,3
2850,BM,2020,3
2841,PF,2020,3
2814,ML,2020,3
2780,CW,2020,3
2777,AD,2020,3
2764,MR,2020,3
2755,BS,2020,3
2741,CV,2020,3
2534,GM,2020,3
2315,GU,2020,3
2297,GY,2020,3
2290,BI,2020,3
2244,NE,2020,3
2235,FJ,2020,3
2146,SR,2020,3
2123,LR,2020,3
2045,BZ,2020,3
1890,GN,2020,3
1734,KY,2020,3
1717,PG,2020,3
1714,FO,2020,3
1696,GI,2020,3
1631,MC,2020,3
1526,LS,2020,3
1467,SZ,2020,3
1448,LI,2020,3
1247,AW,2020,3
1245,LC,2020,3
1186,CG,2020,3
1125,VI,2020,3
1124,GG,2020,3
987,GD,2020,3
934,SC,2020,3
859,GF,2020,3
824,AX,2020,3
804,SM,2020,3
782,DJ,2020,3
770,TM,2020,3
675,GQ,2020,3
673,VC,2020,3
665,TL,2020,3
579,VG,2020,3
545,AG,2020,3
479,KN,2020,3
472,SB,2020,3
460,GL,2020,3
456,TC,2020,3
430,TD,2020,3
419,MP,2020,3
396,DM,2020,3
392,SS,2020,3
357,YT,2020,3
318,SX,2020,3
317,BQ,2020,3
269,KM,2020,3
263,VU,2020,3
220,WS,2020,3
208,AI,2020,3
162,ST,2020,3
155,ER,2020,3
135,FM,2020,3
126,CK,2020,3
125,TO,2020,3
35235403,US,2020,4
22263274,CN,2020,4
21222112,EU,2020,4
13198250,IN,2020,4
4738244,GB,2020,4
4698298,BR,2020,4
4053857,DE,2020,4
3899588,RU,2020,4
3877017,CA,2020,4
3527022,JP,2020,4
3401534,FR,2020,4
2964118,HK,2020,4
2574834,KR,2020,4
2235187,ID,2020,4
2087164,ES,2020,4
2000902,UA,2020,4
1899179,AU,2020,4
1763313,PL,2020,4
1759974,VN,2020,4
1691351,NL,2020,4
1517347,TW,2020,4
1446772,SG,2020,4
1385699,MX,2020,4
1076753,IT,2020,4
1061452,TR,2020,4
1006645,SE,2020,4
906309,CO,2020,4
846422,BD,2020,4
802976,AR,2020,4
762115,TH,2020,4
751758,CH,2020,4
749790,PH,2020,4
749171,IL,2020,4
745658,PK,2020,4
711318,NG,2020,4
656456,BE,2020,4
617998,EG,2020,4
562170,BY,2020,4
556511,IE,2020,4
539489,RO,2020,4
518646,DK,2020,4
511881,ZA,2020,4
510777,PT,2020,4
488533,MY,2020,4
487701,FI,2020,4
481482,CZ,2020,4
460895,NZ,2020,4
459272,NO,2020,4
456011,PE,2020,4
447182,CL,2020,4
436666,KE,2020,4
432228,AT,2020,4
384741,HU,2020,4
343034,LK,2020,4
336223,IR,2020,4
323676,BG,2020,4
314485,GR,2020,4
270339,NP,2020,4
257700,SA,2020,4
249462,RS,2020,4
244387,MA,2020,4
220636,AE,2020,4
214099,TN,2020,4
185201,EC,2020,4
175436,KZ,2020,4
163320,LT,2020,4
155885,EE,2020,4
152632,HR,2020,4
144222,CR,2020,4
140388,SK,2020,4
132912,DZ,2020,4
129941,VE,2020,4
122139,GH,2020,4
119398,GT,2020,4
107779,BO,2020,4
107604,DO,2020,4
104634,LV,2020,4
103424,SI,2020,4
99441,AM,2020,4
98061,MM,2020,4
86919,UY,2020,4
85988,KH,2020,4
81255,JO,2020,4
80544,UZ,2020,4
79647,UG,2020,4
78849,MD,2020,4
77917,SV,2020,4
70600,BA,2020,4
69848,AZ,2020,4
67962,IQ,2020,4
66031,GE,2020,4
62665,KG,2020,4
57281,PS,2020,4
54794,LB,2020,4
52735,HN,2020,4
52380,MK,2020,4
51332,IS,2020,4
50236,CM,2020,4
47304,AL,2020,4
46187,LU,2020,4
46174,ET,2020,4
42995,KW,2020,4
41368,SN,2020,4
40770,TZ,2020,4
40447,RW,2020,4
38749,CY,2020,4
38083,PY,2020,4
37262,PR,2020,4
37015,PA,2020,4
34558,JM,2020,4
31131,QA,2020,4
31097,CI,2020,4
30084,MT,2020,4
29300,NI,2020,4
29295,ZW,2020,4
27264,MU,2020,4
26592,MN,2020,4
25291,YE,2020,4
24483,MO,2020,4
22396,MG,2020,4
19016,SY,2020,4
18412,HT,2020,4
18309,OM,2020,4
17514,SD,2020,4
15916,CU,2020,4
15713,BH,2020,4
15351,AO,2020,4
15101,TT,2020,4
15040,ZM,2020,4
14051,MZ,2020,4
13442,ME,2020,4
12512,LY,2020,4
12484,RE,2020,4
12380,CD,2020,4
11962,BJ,2020,4
10552,LA,2020,4
10337,AF,2020,4
8197,TG,2020,4
7670,TJ,2020,4
7304,SO,2020,4
7114,MV,2020,4
7004,BB,2020,4
6373,BW,2020,4
5712,NA,2020,4
5629,MW,2020,4
5609,BN,2020,4
4888,BF,2020,4
4295,IM,2020,4
4162,BT,2020,4
4127,JE,2020,4
3841,MQ,2020,4
3751,SL,2020,4
3629,NC,2020,4
3522,GP,2020,4
3197,BM,2020,4
3184,ML,2020,4
3178,GA,2020,4
3081,PF,2020,4
3036,MR,2020,4
3027,AD,2020,4
3007,CW,2020,4
2910,CV,2020,4
2850,GU,2020,4
2823,BS,2020,4
2814,GM,2020,4
2710,NE,2020,4
2678,GY,2020,4
2624,BI,2020,4
2412,LR,2020,4
2356,SR,2020,4
2320,BZ,2020,4
2278,GN,2020,4
2263,FJ,2020,4
1950,PG,2020,4
1817,MC,2020,4
1784,KY,2020,4
1728,LS,2020,4
1727,GI,2020,4
1706,FO,2020,4
1647,SZ,2020,4
1632,LI,2020,4
1415,CG,2020,4
1366,AW,2020,4
1300,LC,2020,4
1177,VI,2020,4
1160,AX,2020,4
1151,SC,2020,4
1125,GG,2020,4
1108,GD,2020,4
1097,TM,2020,4
981,ER,2020,4
904,SM,2020,4
884,GF,2020,4
826,DJ,2020,4
740,GQ,2020,4
734,TL,2020,4
683,VC,2020,4
662,TC,2020,4
597,VG,2020,4
581,AG,2020,4
565,MP,2020,4
525,TD,2020,4
514,KN,2020,4
494,SB,2020,4
489,SX,2020,4
467,SS,2020,4
420,AI,2020,4
419,DM,2020,4
409,YT,2020,4
384,GL,2020,4
336,KM,2020,4
315,BQ,2020,4
288,VU,2020,4
227,WS,2020,4
161,ST,2020,4
136,FM,2020,4
130,GW,2020,4
124,AQ,2020,4
114,TO,2020,4
106,CK,2020,4
37022184,US,2021,1
22751931,CN,2021,1
22492759,EU,2021,1
14556283,IN,2021,1
5097515,BR,2021,1
4954273,GB,2021,1
4266647,DE,2021,1
4204548,RU,2021,1
4129931,CA,2021,1
3777695,JP,2021,1
3603008,FR,2021,1
3353169,HK,2021,1
2826907,KR,2021,1
2430536,ID,2021,1
2255957,ES,2021,1
2131400,UA,2021,1
1979196,AU,2021,1
1871574,VN,2021,1
1866607,PL,2021,1
1759269,NL,2021,1
1642318,TW,2021,1
1499021,MX,2021,1
1360373,SG,2021,1
1189279,TR,2021,1
1157560,IT,2021,1
1059310,SE,2021,1
985427,CO,2021,1
973847,BD,2021,1
867545,AR,2021,1
830786,PK,2021,1
817844,TH,2021,1
810258,CH,2021,1
803452,PH,2021,1
799616,IL,2021,1
777768,NG,2021,1
697807,EG,2021,1
691281,BE,2021,1
599494,BY,2021,1
589531,IE,2021,1
583173,RO,2021,1
546763,PT,2021,1
546369,ZA,2021,1
542598,DK,2021,1
517898,MY,2021,1
515393,FI,2021,1
508025,CZ,2021,1
485312,PE,2021,1
481475,NO,2021,1
480221,NZ,2021,1
476210,CL,2021,1
474270,KE,2021,1
460461,AT,2021,1
410758,HU,2021,1
369222,LK,2021,1
364203,IR,2021,1
345558,BG,2021,1
335338,GR,2021,1
291029,NP,2021,1
280388,SA,2021,1
278303,MA,2021,1
264888,RS,2021,1
244762,AE,2021,1
244574,TN,2021,1
202505,EC,2021,1
198176,KZ,2021,1
175302,LT,2021,1
165655,EE,2021,1
161069,HR,2021,1
159554,CR,2021,1
150721,SK,2021,1
145453,DZ,2021,1
141092,VE,2021,1
134294,GH,2021,1
130889,GT,2021,1
117653,DO,2021,1
115654,BO,2021,1
112042,LV,2021,1
107980,SI,2021,1
107371,AM,2021,1
100511,MM,2021,1
98840,UZ,2021,1
93498,JO,2021,1
93211,UY,2021,1
91196,KH,2021,1
85431,MD,2021,1
83776,SV,2021,1
80280,UG,2021,1
79660,AZ,2021,1
79192,BA,2021,1
76728,IQ,2021,1
73556,GE,2021,1
71907,KG,2021,1
64286,PS,2021,1
61393,LB,2021,1
56924,HN,2021,1
56561,MK,2021,1
55737,CM,2021,1
53708,IS,2021,1
52868,ET,2021,1
51428,AL,2021,1
48802,LU,2021,1
47579,SN,2021,1
46730,KW,2021,1
45118,RW,2021,1
44127,TZ,2021,1
42184,CY,2021,1
41843,PR,2021,1
40556,PY,2021,1
40442,PA,2021,1
37308,JM,2021,1
34467,CI,2021,1
33866,QA,2021,1
32060,ZW,2021,1
31985,NI,2021,1
31767,MT,2021,1
29639,MN,2021,1
28648,MU,2021,1
28115,YE,2021,1
25777,MO,2021,1
25621,MG,2021,1
20669,OM,2021,1
20173,SY,2021,1
19983,SD,2021,1
19059,HT,2021,1
17895,BH,2021,1
17891,ZM,2021,1
17572,AO,2021,1
17302,CU,2021,1
16113,TT,2021,1
15560,MZ,2021,1
14311,RE,2021,1
14306,ME,2021,1
14251,CD,2021,1
13786,BJ,2021,1
13464,LY,2021,1
11903,AF,2021,1
11310,LA,2021,1
9491,TJ,2021,1
9457,TG,2021,1
8724,SO,2021,1
7973,MV,2021,1
7811,BB,2021,1
7109,BW,2021,1
6241,BN,2021,1
6176,MW,2021,1
5835,NA,2021,1
5545,BF,2021,1
4583,IM,2021,1
4576,BT,2021,1
4422,SL,2021,1
3969,MQ,2021,1
3904,NC,2021,1
3873,GP,2021,1
3704,BM,2021,1
3645,MR,2021,1
3641,JE,2021,1
3539,ML,2021,1
3526,AD,2021,1
3377,CV,2021,1
3333,GM,2021,1
3306,GA,2021,1
3282,PF,2021,1
3198,CW,2021,1
3135,BS,2021,1
3059,KY,2021,1
2926,BI,2021,1
2874,GY,2021,1
2865,SR,2021,1
2858,NE,2021,1
2802,GU,2021,1
2729,LR,2021,1
2604,BZ,2021,1
2471,GN,2021,1
2466,SC,2021,1
2376,FJ,2021,1
2372,ER,2021,1
2331,PG,2021,1
2000,LS,2021,1
1950,FO,2021,1
1843,SZ,2021,1
1759,GI,2021,1
1691,CG,2021,1
1687,MC,2021,1
1646,LI,2021,1
1584,AW,2021,1
1553,GG,2021,1
1368,VI,2021,1
1313,LC,2021,1
1241,AX,2021,1
1201,TM,2021,1
1189,GD,2021,1
1101,DJ,2021,1
1092,GF,2021,1
850,SM,2021,1
840,GQ,2021,1
774,VC,2021,1
751,TL,2021,1
750,TD,2021,1
741,SB,2021,1
717,KN,2021,1
710,AG,2021,1
704,TC,2021,1
653,SX,2021,1
584,MP,2021,1
544,DM,2021,1
533,VG,2021,1
465,SS,2021,1
447,KM,2021,1
433,YT,2021,1
412,GL,2021,1
361,AI,2021,1
345,VU,2021,1
280,BQ,2021,1
243,WS,2021,1
198,ST,2021,1
123,TO,2021,1
107,PW,2021,1
102,CK,2021,1
101,CF,2021,1
101,AQ,2021,1
38692624,US,2021,2
23768538,EU,2021,2
22458670,CN,2021,2
16439253,IN,2021,2
5585692,BR,2021,2
5245698,GB,2021,2
4532045,RU,2021,2
4530093,DE,2021,2
4322917,CA,2021,2
4142851,JP,2021,2
4062691,HK,2021,2
3796318,FR,2021,2
3114623,KR,2021,2
2676484,ID,2021,2
2388864,ES,2021,2
2263373,UA,2021,2
2074820,AU,2021,2
2046030,VN,2021,2
1975874,PL,2021,2
1860790,NL,2021,2
1785446,TW,2021,2
1624474,SG,2021,2
1617585,MX,2021,2
1321915,TR,2021,2
1237842,IT,2021,2
1110180,SE,2021,2
1090960,BD,2021,2
1071589,CO,2021,2
965194,AR,2021,2
924528,PK,2021,2
874609,TH,2021,2
871126,NG,2021,2
864248,PH,2021,2
854742,IL,2021,2
850839,CH,2021,2
732519,EG,2021,2
728491,BE,2021,2
632531,BY,2021,2
621278,RO,2021,2
611828,IE,2021,2
591186,ZA,2021,2
580698,PT,2021,2
565778,DK,2021,2
552188,MY,2021,2
538944,FI,2021,2
537064,CZ,2021,2
527124,PE,2021,2
519188,KE,2021,2
516332,CL,2021,2
501190,NO,2021,2
501152,NZ,2021,2
483269,AT,2021,2
428303,HU,2021,2
404800,LK,2021,2
396595,IR,2021,2
362560,BG,2021,2
355282,GR,2021,2
327362,NP,2021,2
312563,MA,2021,2
302330,SA,2021,2
281167,RS,2021,2
275914,TN,2021,2
268701,AE,2021,2
221886,EC,2021,2
213693,KZ,2021,2
187989,LT,2021,2
173971,CR,2021,2
171553,EE,2021,2
171074,HR,2021,2
161062,DZ,2021,2
157765,SK,2021,2
153270,VE,2021,2
149458,GH,2021,2
145212,GT,2021,2
127405,DO,2021,2
125608,BO,2021,2
122123,UZ,2021,2
121815,LV,2021,2
117083,AM,2021,2
113060,SI,2021,2
108771,JO,2021,2
98332,KH,2021,2
96591,UY,2021,2
91431,MD,2021,2
90901,AZ,2021,2
90680,SV,2021,2
89173,IQ,2021,2
87530,UG,2021,2
86218,MM,2021,2
84778,BA,2021,2
82888,KG,2021,2
82348,GE,2021,2
70423,PS,2021,2
69119,LB,2021,2
62777,HN,2021,2
61711,CM,2021,2
60798,MK,2021,2
60180,ET,2021,2
55109,IS,2021,2
54854,AL,2021,2
52501,LU,2021,2
52371,SN,2021,2
50415,RW,2021,2
49697,TZ,2021,2
49406,KW,2021,2
45888,CY,2021,2
44076,PA,2021,2
43505,PY,2021,2
42876,PR,2021,2
39350,JM,2021,2
38647,CI,2021,2
36209,QA,2021,2
34701,ZW,2021,2
34661,NI,2021,2
33437,MT,2021,2
33194,MN,2021,2
31487,YE,2021,2
29965,MU,2021,2
28577,MO,2021,2
28048,MG,2021,2
23290,SY,2021,2
23285,OM,2021,2
22140,SD,2021,2
21033,AO,2021,2
20291,BH,2021,2
19787,CU,2021,2
19708,ZM,2021,2
19331,HT,2021,2
17446,TT,2021,2
17397,MZ,2021,2
16312,CD,2021,2
16014,BJ,2021,2
15391,RE,2021,2
15249,ME,2021,2
14899,LY,2021,2
13803,AF,2021,2
12456,LA,2021,2
10782,TG,2021,2
10469,TJ,2021,2
9847,SO,2021,2
9144,MV,2021,2
8530,BW,2021,2
7797,BB,2021,2
7277,NA,2021,2
7044,BN,2021,2
6988,MW,2021,2
6430,BF,2021,2
5000,BT,2021,2
4801,SL,2021,2
4745,IM,2021,2
4705,JE,2021,2
4268,GP,2021,2
4265,MQ,2021,2
4171,NC,2021,2
4018,ML,2021,2
3951,MR,2021,2
3924,CV,2021,2
3821,BS,2021,2
3748,AD,2021,2
3724,GM,2021,2
3656,BM,2021,2
3649,GA,2021,2
3527,PF,2021,2
3379,KY,2021,2
3374,LR,2021,2
3242,GY,2021,2
3225,BI,2021,2
3219,ER,2021,2
3199,CW,2021,2
3124,SR,2021,2
2982,GN,2021,2
