num_pushers,spdx_license,iso2_code,year,quarter
738,MIT,AE,2020,1
217,NOASSERTION,AE,2020,1
201,Apache-2.0,AE,2020,1
152,GPL-3.0,AE,2020,1
182,MIT,AL,2020,1
312,MIT,AM,2020,1
3082,MIT,AR,2020,1
1215,GPL-3.0,AR,2020,1
938,NOASSERTION,AR,2020,1
647,Apache-2.0,AR,2020,1
179,BSD-3-Clause,AR,2020,1
151,GPL-2.0,AR,2020,1
138,AGPL-3.0,AR,2020,1
3367,MIT,AT,2020,1
1498,NOASSERTION,AT,2020,1
1237,GPL-3.0,AT,2020,1
1072,Apache-2.0,AT,2020,1
336,GPL-2.0,AT,2020,1
268,BSD-3-Clause,AT,2020,1
187,AGPL-3.0,AT,2020,1
167,BSD-2-Clause,AT,2020,1
137,LGPL-3.0,AT,2020,1
124,Unlicense,AT,2020,1
9734,MIT,AU,2020,1
4011,NOASSERTION,AU,2020,1
2853,GPL-3.0,AU,2020,1
2842,Apache-2.0,AU,2020,1
674,BSD-3-Clause,AU,2020,1
641,GPL-2.0,AU,2020,1
353,AGPL-3.0,AU,2020,1
297,Unlicense,AU,2020,1
264,BSD-2-Clause,AU,2020,1
228,CC0-1.0,AU,2020,1
226,LGPL-3.0,AU,2020,1
197,MPL-2.0,AU,2020,1
127,LGPL-2.1,AU,2020,1
126,MIT,AZ,2020,1
285,MIT,BA,2020,1
1675,MIT,BD,2020,1
478,GPL-3.0,BD,2020,1
433,Apache-2.0,BD,2020,1
428,NOASSERTION,BD,2020,1
114,GPL-2.0,BD,2020,1
3740,MIT,BE,2020,1
1709,NOASSERTION,BE,2020,1
1194,GPL-3.0,BE,2020,1
1100,Apache-2.0,BE,2020,1
284,GPL-2.0,BE,2020,1
243,AGPL-3.0,BE,2020,1
240,BSD-3-Clause,BE,2020,1
145,LGPL-3.0,BE,2020,1
105,Unlicense,BE,2020,1
1897,MIT,BG,2020,1
602,NOASSERTION,BG,2020,1
488,Apache-2.0,BG,2020,1
375,GPL-3.0,BG,2020,1
104,GPL-2.0,BG,2020,1
317,MIT,BO,2020,1
21284,MIT,BR,2020,1
5534,GPL-3.0,BR,2020,1
4217,Apache-2.0,BR,2020,1
3868,NOASSERTION,BR,2020,1
715,GPL-2.0,BR,2020,1
672,BSD-3-Clause,BR,2020,1
593,AGPL-3.0,BR,2020,1
413,Unlicense,BR,2020,1
397,LGPL-3.0,BR,2020,1
376,CC0-1.0,BR,2020,1
249,BSD-2-Clause,BR,2020,1
195,MPL-2.0,BR,2020,1
131,EPL-2.0,BR,2020,1
125,LGPL-2.1,BR,2020,1
109,ISC,BR,2020,1
2882,MIT,BY,2020,1
767,Apache-2.0,BY,2020,1
656,NOASSERTION,BY,2020,1
394,GPL-3.0,BY,2020,1
122,GPL-2.0,BY,2020,1
19706,MIT,CA,2020,1
7661,NOASSERTION,CA,2020,1
5628,Apache-2.0,CA,2020,1
5023,GPL-3.0,CA,2020,1
1108,GPL-2.0,CA,2020,1
1098,BSD-3-Clause,CA,2020,1
766,AGPL-3.0,CA,2020,1
515,Unlicense,CA,2020,1
510,MPL-2.0,CA,2020,1
440,BSD-2-Clause,CA,2020,1
438,LGPL-3.0,CA,2020,1
393,CC0-1.0,CA,2020,1
216,ISC,CA,2020,1
164,LGPL-2.1,CA,2020,1
139,CC-BY-4.0,CA,2020,1
135,CC-BY-SA-4.0,CA,2020,1
123,EPL-2.0,CA,2020,1
5445,MIT,CH,2020,1
2823,NOASSERTION,CH,2020,1
2273,Apache-2.0,CH,2020,1
2140,GPL-3.0,CH,2020,1
654,BSD-3-Clause,CH,2020,1
482,GPL-2.0,CH,2020,1
394,AGPL-3.0,CH,2020,1
257,LGPL-3.0,CH,2020,1
205,BSD-2-Clause,CH,2020,1
149,CC0-1.0,CH,2020,1
131,MPL-2.0,CH,2020,1
121,Unlicense,CH,2020,1
106,CC-BY-4.0,CH,2020,1
104,LGPL-2.1,CH,2020,1
1343,MIT,CL,2020,1
446,GPL-3.0,CL,2020,1
329,NOASSERTION,CL,2020,1
295,Apache-2.0,CL,2020,1
107,BSD-3-Clause,CL,2020,1
204,MIT,CM,2020,1
45426,MIT,CN,2020,1
23657,Apache-2.0,CN,2020,1
12720,NOASSERTION,CN,2020,1
9026,GPL-3.0,CN,2020,1
3327,GPL-2.0,CN,2020,1
1833,BSD-3-Clause,CN,2020,1
1028,LGPL-3.0,CN,2020,1
729,BSD-2-Clause,CN,2020,1
722,AGPL-3.0,CN,2020,1
565,Unlicense,CN,2020,1
533,CC0-1.0,CN,2020,1
479,MPL-2.0,CN,2020,1
274,LGPL-2.1,CN,2020,1
255,CC-BY-SA-4.0,CN,2020,1
225,CC-BY-4.0,CN,2020,1
183,WTFPL,CN,2020,1
165,EPL-2.0,CN,2020,1
146,ISC,CN,2020,1
2863,MIT,CO,2020,1
965,GPL-3.0,CO,2020,1
643,NOASSERTION,CO,2020,1
565,Apache-2.0,CO,2020,1
118,GPL-2.0,CO,2020,1
441,MIT,CR,2020,1
156,GPL-3.0,CR,2020,1
139,NOASSERTION,CR,2020,1
103,Apache-2.0,CR,2020,1
139,MIT,CU,2020,1
215,MIT,CY,2020,1
3927,MIT,CZ,2020,1
1741,NOASSERTION,CZ,2020,1
1274,Apache-2.0,CZ,2020,1
1251,GPL-3.0,CZ,2020,1
501,GPL-2.0,CZ,2020,1
373,BSD-3-Clause,CZ,2020,1
177,AGPL-3.0,CZ,2020,1
140,BSD-2-Clause,CZ,2020,1
140,LGPL-3.0,CZ,2020,1
139,LGPL-2.1,CZ,2020,1
124,Unlicense,CZ,2020,1
103,EPL-2.0,CZ,2020,1
31811,MIT,DE,2020,1
14430,NOASSERTION,DE,2020,1
11769,GPL-3.0,DE,2020,1
11100,Apache-2.0,DE,2020,1
3202,GPL-2.0,DE,2020,1
2578,BSD-3-Clause,DE,2020,1
2030,AGPL-3.0,DE,2020,1
1428,LGPL-3.0,DE,2020,1
1123,BSD-2-Clause,DE,2020,1
1014,Unlicense,DE,2020,1
826,MPL-2.0,DE,2020,1
798,CC0-1.0,DE,2020,1
668,LGPL-2.1,DE,2020,1
444,EPL-2.0,DE,2020,1
407,ISC,DE,2020,1
310,CC-BY-4.0,DE,2020,1
304,CC-BY-SA-4.0,DE,2020,1
297,EPL-1.0,DE,2020,1
157,WTFPL,DE,2020,1
106,BSL-1.0,DE,2020,1
3379,MIT,DK,2020,1
1217,NOASSERTION,DK,2020,1
953,GPL-3.0,DK,2020,1
784,Apache-2.0,DK,2020,1
218,BSD-3-Clause,DK,2020,1
169,GPL-2.0,DK,2020,1
134,AGPL-3.0,DK,2020,1
102,LGPL-3.0,DK,2020,1
102,BSD-2-Clause,DK,2020,1
410,MIT,DO,2020,1
416,MIT,DZ,2020,1
101,NOASSERTION,DZ,2020,1
463,MIT,EC,2020,1
214,GPL-3.0,EC,2020,1
142,NOASSERTION,EC,2020,1
127,Apache-2.0,EC,2020,1
841,MIT,EE,2020,1
276,NOASSERTION,EE,2020,1
262,Apache-2.0,EE,2020,1
186,GPL-3.0,EE,2020,1
1457,MIT,EG,2020,1
403,Apache-2.0,EG,2020,1
396,NOASSERTION,EG,2020,1
343,GPL-3.0,EG,2020,1
9300,MIT,ES,2020,1
4911,GPL-3.0,ES,2020,1
3577,NOASSERTION,ES,2020,1
3250,Apache-2.0,ES,2020,1
923,AGPL-3.0,ES,2020,1
770,GPL-2.0,ES,2020,1
518,BSD-3-Clause,ES,2020,1
328,LGPL-3.0,ES,2020,1
258,CC0-1.0,ES,2020,1
227,Unlicense,ES,2020,1
212,BSD-2-Clause,ES,2020,1
176,MPL-2.0,ES,2020,1
126,LGPL-2.1,ES,2020,1
162,MIT,ET,2020,1
131666,MIT,EU,2020,1
53622,NOASSERTION,EU,2020,1
46357,GPL-3.0,EU,2020,1
40952,Apache-2.0,EU,2020,1
10584,GPL-2.0,EU,2020,1
8842,BSD-3-Clause,EU,2020,1
6872,AGPL-3.0,EU,2020,1
4220,LGPL-3.0,EU,2020,1
3223,BSD-2-Clause,EU,2020,1
3217,Unlicense,EU,2020,1
2514,MPL-2.0,EU,2020,1
2202,CC0-1.0,EU,2020,1
1549,LGPL-2.1,EU,2020,1
771,ISC,EU,2020,1
741,CC-BY-4.0,EU,2020,1
672,EPL-2.0,EU,2020,1
476,CC-BY-SA-4.0,EU,2020,1
297,EPL-1.0,EU,2020,1
295,WTFPL,EU,2020,1
106,BSL-1.0,EU,2020,1
3580,MIT,FI,2020,1
1515,NOASSERTION,FI,2020,1
1007,GPL-3.0,FI,2020,1
796,Apache-2.0,FI,2020,1
291,GPL-2.0,FI,2020,1
193,BSD-3-Clause,FI,2020,1
136,AGPL-3.0,FI,2020,1
135,Unlicense,FI,2020,1
18350,MIT,FR,2020,1
8431,NOASSERTION,FR,2020,1
7204,GPL-3.0,FR,2020,1
5941,Apache-2.0,FR,2020,1
1674,GPL-2.0,FR,2020,1
1437,AGPL-3.0,FR,2020,1
1431,BSD-3-Clause,FR,2020,1
798,LGPL-3.0,FR,2020,1
540,MPL-2.0,FR,2020,1
539,BSD-2-Clause,FR,2020,1
519,Unlicense,FR,2020,1
439,CC0-1.0,FR,2020,1
354,LGPL-2.1,FR,2020,1
235,ISC,FR,2020,1
172,CC-BY-SA-4.0,FR,2020,1
145,CC-BY-4.0,FR,2020,1
138,WTFPL,FR,2020,1
125,EPL-2.0,FR,2020,1
28450,MIT,GB,2020,1
11926,NOASSERTION,GB,2020,1
9468,Apache-2.0,GB,2020,1
7577,GPL-3.0,GB,2020,1
2086,BSD-3-Clause,GB,2020,1
1662,GPL-2.0,GB,2020,1
955,AGPL-3.0,GB,2020,1
747,LGPL-3.0,GB,2020,1
727,BSD-2-Clause,GB,2020,1
693,Unlicense,GB,2020,1
647,CC0-1.0,GB,2020,1
637,MPL-2.0,GB,2020,1
310,ISC,GB,2020,1
283,LGPL-2.1,GB,2020,1
242,CC-BY-4.0,GB,2020,1
197,CC-BY-SA-4.0,GB,2020,1
155,EPL-2.0,GB,2020,1
141,EPL-1.0,GB,2020,1
255,MIT,GE,2020,1
396,MIT,GH,2020,1
1489,MIT,GR,2020,1
657,GPL-3.0,GR,2020,1
556,NOASSERTION,GR,2020,1
451,Apache-2.0,GR,2020,1
122,GPL-2.0,GR,2020,1
111,MPL-2.0,GR,2020,1
306,MIT,GT,2020,1
157,GPL-3.0,GT,2020,1
6805,MIT,HK,2020,1
2911,Apache-2.0,HK,2020,1
1912,NOASSERTION,HK,2020,1
1234,GPL-3.0,HK,2020,1
600,GPL-2.0,HK,2020,1
304,BSD-3-Clause,HK,2020,1
216,LGPL-3.0,HK,2020,1
162,BSD-2-Clause,HK,2020,1
147,AGPL-3.0,HK,2020,1
120,Unlicense,HK,2020,1
203,MIT,HN,2020,1
967,MIT,HR,2020,1
281,NOASSERTION,HR,2020,1
214,Apache-2.0,HR,2020,1
199,GPL-3.0,HR,2020,1
2081,MIT,HU,2020,1
745,NOASSERTION,HU,2020,1
727,GPL-3.0,HU,2020,1
680,Apache-2.0,HU,2020,1
146,BSD-3-Clause,HU,2020,1
141,GPL-2.0,HU,2020,1
8175,MIT,ID,2020,1
1648,NOASSERTION,ID,2020,1
1556,GPL-3.0,ID,2020,1
1303,Apache-2.0,ID,2020,1
265,BSD-3-Clause,ID,2020,1
204,GPL-2.0,ID,2020,1
163,AGPL-3.0,ID,2020,1
143,Unlicense,ID,2020,1
124,MPL-2.0,ID,2020,1
112,CC0-1.0,ID,2020,1
2356,MIT,IE,2020,1
1005,Apache-2.0,IE,2020,1
957,NOASSERTION,IE,2020,1
617,GPL-3.0,IE,2020,1
186,BSD-3-Clause,IE,2020,1
150,GPL-2.0,IE,2020,1
3880,MIT,IL,2020,1
1729,Apache-2.0,IL,2020,1
1597,NOASSERTION,IL,2020,1
751,GPL-3.0,IL,2020,1
246,BSD-3-Clause,IL,2020,1
180,GPL-2.0,IL,2020,1
150,AGPL-3.0,IL,2020,1
103,BSD-2-Clause,IL,2020,1
30436,MIT,IN,2020,1
11036,Apache-2.0,IN,2020,1
9856,NOASSERTION,IN,2020,1
7996,GPL-3.0,IN,2020,1
1281,BSD-3-Clause,IN,2020,1
1124,GPL-2.0,IN,2020,1
807,Unlicense,IN,2020,1
785,AGPL-3.0,IN,2020,1
680,MPL-2.0,IN,2020,1
582,CC0-1.0,IN,2020,1
352,BSD-2-Clause,IN,2020,1
317,LGPL-3.0,IN,2020,1
269,EPL-2.0,IN,2020,1
234,LGPL-2.1,IN,2020,1
196,CC-BY-4.0,IN,2020,1
146,CC-BY-SA-4.0,IN,2020,1
141,ISC,IN,2020,1
112,MIT,IQ,2020,1
1425,MIT,IR,2020,1
633,GPL-3.0,IR,2020,1
355,Apache-2.0,IR,2020,1
291,NOASSERTION,IR,2020,1
254,MIT,IS,2020,1
6380,MIT,IT,2020,1
3264,GPL-3.0,IT,2020,1
2807,NOASSERTION,IT,2020,1
2013,Apache-2.0,IT,2020,1
661,GPL-2.0,IT,2020,1
547,BSD-3-Clause,IT,2020,1
482,AGPL-3.0,IT,2020,1
322,LGPL-3.0,IT,2020,1
217,Unlicense,IT,2020,1
164,BSD-2-Clause,IT,2020,1
161,CC0-1.0,IT,2020,1
128,MPL-2.0,IT,2020,1
111,CC-BY-4.0,IT,2020,1
103,LGPL-2.1,IT,2020,1
289,MIT,JO,2020,1
17138,MIT,JP,2020,1
5137,NOASSERTION,JP,2020,1
4696,Apache-2.0,JP,2020,1
2038,GPL-3.0,JP,2020,1
990,BSD-3-Clause,JP,2020,1
686,GPL-2.0,JP,2020,1
408,BSD-2-Clause,JP,2020,1
384,AGPL-3.0,JP,2020,1
373,Unlicense,JP,2020,1
302,CC0-1.0,JP,2020,1
233,MPL-2.0,JP,2020,1
232,LGPL-3.0,JP,2020,1
133,ISC,JP,2020,1
127,CC-BY-4.0,JP,2020,1
116,LGPL-2.1,JP,2020,1
1451,MIT,KE,2020,1
421,NOASSERTION,KE,2020,1
283,GPL-3.0,KE,2020,1
275,Apache-2.0,KE,2020,1
136,MIT,KG,2020,1
194,MIT,KH,2020,1
9839,MIT,KR,2020,1
2954,NOASSERTION,KR,2020,1
2307,Apache-2.0,KR,2020,1
1257,GPL-3.0,KR,2020,1
308,BSD-3-Clause,KR,2020,1
220,GPL-2.0,KR,2020,1
209,AGPL-3.0,KR,2020,1
162,LGPL-3.0,KR,2020,1
146,CC0-1.0,KR,2020,1
140,Unlicense,KR,2020,1
119,BSD-2-Clause,KR,2020,1
489,MIT,KZ,2020,1
122,NOASSERTION,KZ,2020,1
108,Apache-2.0,KZ,2020,1
200,MIT,LB,2020,1
946,MIT,LK,2020,1
619,Apache-2.0,LK,2020,1
405,NOASSERTION,LK,2020,1
186,GPL-3.0,LK,2020,1
788,MIT,LT,2020,1
273,NOASSERTION,LT,2020,1
261,GPL-3.0,LT,2020,1
206,Apache-2.0,LT,2020,1
306,MIT,LU,2020,1
139,NOASSERTION,LU,2020,1
112,GPL-3.0,LU,2020,1
585,MIT,LV,2020,1
188,NOASSERTION,LV,2020,1
143,Apache-2.0,LV,2020,1
138,GPL-3.0,LV,2020,1
670,MIT,MA,2020,1
181,Apache-2.0,MA,2020,1
160,GPL-3.0,MA,2020,1
144,NOASSERTION,MA,2020,1
509,MIT,MD,2020,1
281,MIT,MK,2020,1
247,MIT,MM,2020,1
150,MIT,MT,2020,1
102,MIT,MU,2020,1
4296,MIT,MX,2020,1
1460,GPL-3.0,MX,2020,1
967,NOASSERTION,MX,2020,1
943,Apache-2.0,MX,2020,1
194,GPL-2.0,MX,2020,1
130,AGPL-3.0,MX,2020,1
128,CC0-1.0,MX,2020,1
115,BSD-3-Clause,MX,2020,1
102,Unlicense,MX,2020,1
1417,MIT,MY,2020,1
419,NOASSERTION,MY,2020,1
403,Apache-2.0,MY,2020,1
324,GPL-3.0,MY,2020,1
2220,MIT,NG,2020,1
488,Apache-2.0,NG,2020,1
463,NOASSERTION,NG,2020,1
392,GPL-3.0,NG,2020,1
104,MIT,NI,2020,1
11485,MIT,NL,2020,1
4548,NOASSERTION,NL,2020,1
3595,GPL-3.0,NL,2020,1
3410,Apache-2.0,NL,2020,1
838,BSD-3-Clause,NL,2020,1
803,GPL-2.0,NL,2020,1
498,AGPL-3.0,NL,2020,1
414,LGPL-3.0,NL,2020,1
378,BSD-2-Clause,NL,2020,1
293,MPL-2.0,NL,2020,1
277,Unlicense,NL,2020,1
241,CC0-1.0,NL,2020,1
175,CC-BY-4.0,NL,2020,1
159,LGPL-2.1,NL,2020,1
129,ISC,NL,2020,1
3614,MIT,NO,2020,1
1366,NOASSERTION,NO,2020,1
1041,GPL-3.0,NO,2020,1
1015,Apache-2.0,NO,2020,1
298,BSD-3-Clause,NO,2020,1
214,GPL-2.0,NO,2020,1
170,Unlicense,NO,2020,1
151,LGPL-3.0,NO,2020,1
111,BSD-2-Clause,NO,2020,1
104,AGPL-3.0,NO,2020,1
766,MIT,NP,2020,1
211,NOASSERTION,NP,2020,1
169,GPL-3.0,NP,2020,1
143,Apache-2.0,NP,2020,1
2448,MIT,NZ,2020,1
939,NOASSERTION,NZ,2020,1
715,GPL-3.0,NZ,2020,1
608,Apache-2.0,NZ,2020,1
194,BSD-3-Clause,NZ,2020,1
134,GPL-2.0,NZ,2020,1
118,MIT,PA,2020,1
919,MIT,PE,2020,1
261,GPL-3.0,PE,2020,1
243,Apache-2.0,PE,2020,1
240,NOASSERTION,PE,2020,1
2248,MIT,PH,2020,1
698,NOASSERTION,PH,2020,1
539,GPL-3.0,PH,2020,1
442,Apache-2.0,PH,2020,1
1896,MIT,PK,2020,1
540,NOASSERTION,PK,2020,1
540,Apache-2.0,PK,2020,1
473,GPL-3.0,PK,2020,1
119,AGPL-3.0,PK,2020,1
10537,MIT,PL,2020,1
3159,NOASSERTION,PL,2020,1
2833,Apache-2.0,PL,2020,1
2775,GPL-3.0,PL,2020,1
603,GPL-2.0,PL,2020,1
574,BSD-3-Clause,PL,2020,1
294,AGPL-3.0,PL,2020,1
261,Unlicense,PL,2020,1
207,LGPL-3.0,PL,2020,1
188,BSD-2-Clause,PL,2020,1
164,CC0-1.0,PL,2020,1
145,MPL-2.0,PL,2020,1
140,MIT,PR,2020,1
122,MIT,PS,2020,1
2941,MIT,PT,2020,1
877,NOASSERTION,PT,2020,1
851,GPL-3.0,PT,2020,1
696,Apache-2.0,PT,2020,1
178,BSD-3-Clause,PT,2020,1
174,GPL-2.0,PT,2020,1
106,AGPL-3.0,PT,2020,1
119,MIT,PY,2020,1
2812,MIT,RO,2020,1
907,NOASSERTION,RO,2020,1
820,GPL-3.0,RO,2020,1
800,Apache-2.0,RO,2020,1
188,GPL-2.0,RO,2020,1
181,MPL-2.0,RO,2020,1
114,BSD-3-Clause,RO,2020,1
1114,MIT,RS,2020,1
311,NOASSERTION,RS,2020,1
297,GPL-3.0,RS,2020,1
248,Apache-2.0,RS,2020,1
17264,MIT,RU,2020,1
5615,Apache-2.0,RU,2020,1
5419,NOASSERTION,RU,2020,1
4824,GPL-3.0,RU,2020,1
1453,BSD-3-Clause,RU,2020,1
974,GPL-2.0,RU,2020,1
617,Unlicense,RU,2020,1
502,LGPL-3.0,RU,2020,1
471,AGPL-3.0,RU,2020,1
399,BSD-2-Clause,RU,2020,1
358,CC0-1.0,RU,2020,1
329,MPL-2.0,RU,2020,1
246,CC-BY-SA-4.0,RU,2020,1
173,LGPL-2.1,RU,2020,1
148,CC-BY-4.0,RU,2020,1
137,WTFPL,RU,2020,1
107,ISC,RU,2020,1
171,MIT,RW,2020,1
583,MIT,SA,2020,1
209,NOASSERTION,SA,2020,1
183,Apache-2.0,SA,2020,1
168,GPL-3.0,SA,2020,1
6647,MIT,SE,2020,1
2570,NOASSERTION,SE,2020,1
1957,Apache-2.0,SE,2020,1
1767,GPL-3.0,SE,2020,1
440,BSD-3-Clause,SE,2020,1
411,GPL-2.0,SE,2020,1
225,AGPL-3.0,SE,2020,1
214,Unlicense,SE,2020,1
210,BSD-2-Clause,SE,2020,1
199,LGPL-3.0,SE,2020,1
141,CC0-1.0,SE,2020,1
114,MPL-2.0,SE,2020,1
4192,MIT,SG,2020,1
1711,NOASSERTION,SG,2020,1
1540,Apache-2.0,SG,2020,1
813,GPL-3.0,SG,2020,1
224,BSD-3-Clause,SG,2020,1
219,GPL-2.0,SG,2020,1
726,MIT,SI,2020,1
273,NOASSERTION,SI,2020,1
193,GPL-3.0,SI,2020,1
166,Apache-2.0,SI,2020,1
1009,MIT,SK,2020,1
346,NOASSERTION,SK,2020,1
311,Apache-2.0,SK,2020,1
294,GPL-3.0,SK,2020,1
147,MIT,SV,2020,1
2396,MIT,TH,2020,1
590,NOASSERTION,TH,2020,1
547,Apache-2.0,TH,2020,1
428,GPL-3.0,TH,2020,1
112,BSD-3-Clause,TH,2020,1
864,MIT,TN,2020,1
138,NOASSERTION,TN,2020,1
137,Apache-2.0,TN,2020,1
130,GPL-3.0,TN,2020,1
4159,MIT,TR,2020,1
1399,GPL-3.0,TR,2020,1
1096,Apache-2.0,TR,2020,1
980,NOASSERTION,TR,2020,1
166,Unlicense,TR,2020,1
160,GPL-2.0,TR,2020,1
138,BSD-3-Clause,TR,2020,1
124,AGPL-3.0,TR,2020,1
102,LGPL-3.0,TR,2020,1
4587,MIT,TW,2020,1
1447,NOASSERTION,TW,2020,1
1182,Apache-2.0,TW,2020,1
704,GPL-3.0,TW,2020,1
300,AGPL-3.0,TW,2020,1
241,GPL-2.0,TW,2020,1
234,BSD-3-Clause,TW,2020,1
101,Unlicense,TW,2020,1
127,MIT,TZ,2020,1
7362,MIT,UA,2020,1
2236,NOASSERTION,UA,2020,1
2139,Apache-2.0,UA,2020,1
1574,GPL-3.0,UA,2020,1
501,BSD-3-Clause,UA,2020,1
399,GPL-2.0,UA,2020,1
375,Unlicense,UA,2020,1
190,AGPL-3.0,UA,2020,1
118,BSD-2-Clause,UA,2020,1
112,LGPL-3.0,UA,2020,1
109,MPL-2.0,UA,2020,1
101,CC0-1.0,UA,2020,1
242,MIT,UG,2020,1
140251,MIT,US,2020,1
66709,NOASSERTION,US,2020,1
48366,Apache-2.0,US,2020,1
32407,GPL-3.0,US,2020,1
11268,BSD-3-Clause,US,2020,1
7482,GPL-2.0,US,2020,1
4460,AGPL-3.0,US,2020,1
4038,BSD-2-Clause,US,2020,1
3760,Unlicense,US,2020,1
3689,CC0-1.0,US,2020,1
2953,MPL-2.0,US,2020,1
2612,LGPL-3.0,US,2020,1
1405,ISC,US,2020,1
1227,LGPL-2.1,US,2020,1
1225,CC-BY-4.0,US,2020,1
866,CC-BY-SA-4.0,US,2020,1
581,EPL-2.0,US,2020,1
485,EPL-1.0,US,2020,1
387,WTFPL,US,2020,1
224,Zlib,US,2020,1
172,BSL-1.0,US,2020,1
120,Artistic-2.0,US,2020,1
420,MIT,UY,2020,1
134,NOASSERTION,UY,2020,1
133,GPL-3.0,UY,2020,1
104,Apache-2.0,UY,2020,1
245,MIT,UZ,2020,1
577,MIT,VE,2020,1
162,GPL-3.0,VE,2020,1
141,NOASSERTION,VE,2020,1
4042,MIT,VN,2020,1
1292,NOASSERTION,VN,2020,1
1013,Apache-2.0,VN,2020,1
680,GPL-3.0,VN,2020,1
183,BSD-3-Clause,VN,2020,1
137,GPL-2.0,VN,2020,1
2073,MIT,ZA,2020,1
724,NOASSERTION,ZA,2020,1
533,Apache-2.0,ZA,2020,1
496,GPL-3.0,ZA,2020,1
174,BSD-3-Clause,ZA,2020,1
111,GPL-2.0,ZA,2020,1
1219,MIT,AE,2020,2
302,NOASSERTION,AE,2020,2
245,Apache-2.0,AE,2020,2
190,GPL-3.0,AE,2020,2
335,MIT,AL,2020,2
432,MIT,AM,2020,2
155,MIT,AO,2020,2
4837,MIT,AR,2020,2
1834,GPL-3.0,AR,2020,2
1174,NOASSERTION,AR,2020,2
841,Apache-2.0,AR,2020,2
260,BSD-3-Clause,AR,2020,2
218,AGPL-3.0,AR,2020,2
215,GPL-2.0,AR,2020,2
117,LGPL-3.0,AR,2020,2
3732,MIT,AT,2020,2
1537,NOASSERTION,AT,2020,2
1354,GPL-3.0,AT,2020,2
1092,Apache-2.0,AT,2020,2
338,GPL-2.0,AT,2020,2
286,BSD-3-Clause,AT,2020,2
204,AGPL-3.0,AT,2020,2
154,BSD-2-Clause,AT,2020,2
151,LGPL-3.0,AT,2020,2
137,Unlicense,AT,2020,2
12102,MIT,AU,2020,2
4524,NOASSERTION,AU,2020,2
3223,Apache-2.0,AU,2020,2
3163,GPL-3.0,AU,2020,2
765,GPL-2.0,AU,2020,2
702,BSD-3-Clause,AU,2020,2
419,AGPL-3.0,AU,2020,2
324,Unlicense,AU,2020,2
303,BSD-2-Clause,AU,2020,2
300,CC0-1.0,AU,2020,2
277,LGPL-3.0,AU,2020,2
247,MPL-2.0,AU,2020,2
149,LGPL-2.1,AU,2020,2
138,ISC,AU,2020,2
120,CC-BY-SA-4.0,AU,2020,2
110,CC-BY-4.0,AU,2020,2
261,MIT,AZ,2020,2
348,MIT,BA,2020,2
101,NOASSERTION,BA,2020,2
2705,MIT,BD,2020,2
583,Apache-2.0,BD,2020,2
544,NOASSERTION,BD,2020,2
537,GPL-3.0,BD,2020,2
119,GPL-2.0,BD,2020,2
4377,MIT,BE,2020,2
1780,NOASSERTION,BE,2020,2
1304,GPL-3.0,BE,2020,2
1160,Apache-2.0,BE,2020,2
344,GPL-2.0,BE,2020,2
274,AGPL-3.0,BE,2020,2
257,BSD-3-Clause,BE,2020,2
166,LGPL-3.0,BE,2020,2
114,BSD-2-Clause,BE,2020,2
106,CC0-1.0,BE,2020,2
103,Unlicense,BE,2020,2
2079,MIT,BG,2020,2
619,NOASSERTION,BG,2020,2
483,Apache-2.0,BG,2020,2
385,GPL-3.0,BG,2020,2
128,GPL-2.0,BG,2020,2
446,MIT,BO,2020,2
107,GPL-3.0,BO,2020,2
32367,MIT,BR,2020,2
6299,GPL-3.0,BR,2020,2
5074,Apache-2.0,BR,2020,2
4503,NOASSERTION,BR,2020,2
950,GPL-2.0,BR,2020,2
816,BSD-3-Clause,BR,2020,2
744,AGPL-3.0,BR,2020,2
602,Unlicense,BR,2020,2
501,CC0-1.0,BR,2020,2
479,LGPL-3.0,BR,2020,2
317,BSD-2-Clause,BR,2020,2
274,MPL-2.0,BR,2020,2
142,LGPL-2.1,BR,2020,2
140,EPL-2.0,BR,2020,2
139,ISC,BR,2020,2
2892,MIT,BY,2020,2
749,Apache-2.0,BY,2020,2
619,NOASSERTION,BY,2020,2
394,GPL-3.0,BY,2020,2
123,GPL-2.0,BY,2020,2
109,BSD-3-Clause,BY,2020,2
23389,MIT,CA,2020,2
8400,NOASSERTION,CA,2020,2
6226,Apache-2.0,CA,2020,2
5444,GPL-3.0,CA,2020,2
1230,GPL-2.0,CA,2020,2
1134,BSD-3-Clause,CA,2020,2
892,AGPL-3.0,CA,2020,2
600,Unlicense,CA,2020,2
511,BSD-2-Clause,CA,2020,2
509,MPL-2.0,CA,2020,2
476,CC0-1.0,CA,2020,2
456,LGPL-3.0,CA,2020,2
250,ISC,CA,2020,2
191,LGPL-2.1,CA,2020,2
170,CC-BY-4.0,CA,2020,2
146,CC-BY-SA-4.0,CA,2020,2
135,EPL-2.0,CA,2020,2
114,EPL-1.0,CA,2020,2
6116,MIT,CH,2020,2
2950,NOASSERTION,CH,2020,2
2332,Apache-2.0,CH,2020,2
2212,GPL-3.0,CH,2020,2
659,BSD-3-Clause,CH,2020,2
525,GPL-2.0,CH,2020,2
414,AGPL-3.0,CH,2020,2
299,LGPL-3.0,CH,2020,2
219,BSD-2-Clause,CH,2020,2
182,Unlicense,CH,2020,2
175,MPL-2.0,CH,2020,2
172,CC0-1.0,CH,2020,2
