git_pushes,iso2_code,year,quarter
28178,SN,2021,4
27327,PA,2021,4
25471,TZ,2021,4
24582,MT,2021,4
24193,NI,2021,4
23507,JM,2021,4
21878,PY,2021,4
21586,CU,2021,4
19915,MU,2021,4
19785,MN,2021,4
19465,SY,2021,4
17721,KW,2021,4
16771,CI,2021,4
16684,ZW,2021,4
16566,MG,2021,4
15771,AO,2021,4
15674,QA,2021,4
14469,MO,2021,4
13329,BH,2021,4
13248,ZM,2021,4
13095,BJ,2021,4
11965,OM,2021,4
11324,TT,2021,4
10743,MZ,2021,4
10713,RE,2021,4
10391,ME,2021,4
10234,CD,2021,4
8478,YE,2021,4
7620,AF,2021,4
7600,TJ,2021,4
7191,SD,2021,4
6539,MW,2021,4
6066,SO,2021,4
5678,LA,2021,4
5161,HT,2021,4
4929,BN,2021,4
4781,MV,2021,4
4743,TG,2021,4
4719,ML,2021,4
4486,BW,2021,4
4307,LY,2021,4
4031,NA,2021,4
3751,BZ,2021,4
3616,JE,2021,4
3610,GP,2021,4
3555,LR,2021,4
3387,SL,2021,4
3131,NC,2021,4
3064,BF,2021,4
3005,AD,2021,4
2921,BT,2021,4
2912,BI,2021,4
2859,BB,2021,4
2810,TM,2021,4
2600,CV,2021,4
2148,IM,2021,4
2129,BS,2021,4
1862,GA,2021,4
1742,GY,2021,4
1741,GN,2021,4
1666,SC,2021,4
1649,GM,2021,4
1142,LS,2021,4
1043,SZ,2021,4
1032,MR,2021,4
978,FJ,2021,4
716,CG,2021,4
23987664,US,2022,1
23545057,EU,2022,1
10426681,IN,2022,1
5216937,BR,2022,1
4924329,DE,2022,1
4830374,GB,2022,1
4771878,KR,2022,1
4327541,RU,2022,1
4087268,FR,2022,1
3777126,CA,2022,1
3137898,JP,2022,1
2933244,CN,2022,1
2316942,HK,2022,1
2172257,ES,2022,1
1947970,ID,2022,1
1751941,PL,2022,1
1658322,NL,2022,1
1534130,IT,2022,1
1511670,UA,2022,1
1377410,AU,2022,1
1356595,VN,2022,1
1154993,TR,2022,1
1109691,SG,2022,1
1101808,NG,2022,1
1097847,TW,2022,1
1091007,AR,2022,1
1082739,SE,2022,1
1056651,MX,2022,1
956063,CH,2022,1
951775,BD,2022,1
867588,IL,2022,1
824557,CO,2022,1
680520,KE,2022,1
648977,BE,2022,1
631629,NO,2022,1
626206,CZ,2022,1
625103,BY,2022,1
596866,PH,2022,1
570533,PK,2022,1
570116,FI,2022,1
560254,DK,2022,1
543137,PT,2022,1
531800,EG,2022,1
523668,AT,2022,1
511943,TH,2022,1
484124,RO,2022,1
423588,IE,2022,1
378034,HU,2022,1
351700,BG,2022,1
338124,NZ,2022,1
335784,IR,2022,1
334514,ZA,2022,1
327709,MY,2022,1
321555,ET,2022,1
313282,PE,2022,1
293268,CL,2022,1
289783,GR,2022,1
279872,LK,2022,1
243255,MA,2022,1
229680,RS,2022,1
227875,NP,2022,1
197700,TN,2022,1
196223,UZ,2022,1
178900,EC,2022,1
168273,AE,2022,1
166298,LT,2022,1
160784,GH,2022,1
158466,HR,2022,1
154874,SK,2022,1
141964,KZ,2022,1
140846,SA,2022,1
133125,UY,2022,1
131567,VE,2022,1
129041,EE,2022,1
108513,LV,2022,1
108277,SI,2022,1
101803,JO,2022,1
95649,GE,2022,1
93829,CR,2022,1
91633,AZ,2022,1
87379,KG,2022,1
86847,GT,2022,1
84631,AM,2022,1
83156,DZ,2022,1
80423,RW,2022,1
75481,UG,2022,1
72920,DO,2022,1
65970,MD,2022,1
63860,BA,2022,1
61196,BO,2022,1
56835,CM,2022,1
56346,IQ,2022,1
55796,LB,2022,1
54033,PS,2022,1
48639,MM,2022,1
48021,SV,2022,1
45904,MK,2022,1
43357,CY,2022,1
43165,KH,2022,1
42578,HN,2022,1
41938,PR,2022,1
39162,AL,2022,1
38806,LU,2022,1
37124,IS,2022,1
35673,TZ,2022,1
35038,CI,2022,1
31979,SN,2022,1
30971,CU,2022,1
29583,MG,2022,1
26852,MT,2022,1
25539,PY,2022,1
25364,NI,2022,1
25103,PA,2022,1
24586,KW,2022,1
23725,ZW,2022,1
23373,MN,2022,1
23053,MU,2022,1
22402,SY,2022,1
22238,BJ,2022,1
19455,QA,2022,1
19454,JM,2022,1
18716,ZM,2022,1
17031,AO,2022,1
16006,MO,2022,1
15254,RE,2022,1
15230,YE,2022,1
14502,BH,2022,1
14414,SD,2022,1
14002,TT,2022,1
13947,OM,2022,1
13785,ME,2022,1
12189,TJ,2022,1
12034,XK,2022,1
12019,MZ,2022,1
11563,CD,2022,1
10627,AF,2022,1
10526,TG,2022,1
9189,SO,2022,1
9132,BN,2022,1
8408,MW,2022,1
7774,NA,2022,1
7078,BW,2022,1
6317,LA,2022,1
6042,SL,2022,1
5251,BF,2022,1
5108,ER,2022,1
5085,ML,2022,1
4583,AD,2022,1
4464,HT,2022,1
4315,MV,2022,1
4293,SC,2022,1
4149,BT,2022,1
3925,NC,2022,1
3874,LY,2022,1
3848,BI,2022,1
3626,MQ,2022,1
3602,BZ,2022,1
3518,BB,2022,1
3074,CV,2022,1
3060,BS,2022,1
3029,GP,2022,1
2857,PF,2022,1
2739,JE,2022,1
2705,TM,2022,1
2631,IM,2022,1
2575,NE,2022,1
2346,SR,2022,1
2175,MR,2022,1
2145,LR,2022,1
2045,GY,2022,1
2018,GA,2022,1
1819,GM,2022,1
1670,SZ,2022,1
1411,GN,2022,1
1273,LS,2022,1
686,CG,2022,1
24208219,EU,2022,2
24092826,US,2022,2
10434962,IN,2022,2
6264236,BR,2022,2
5149128,KR,2022,2
4857243,DE,2022,2
4715210,RU,2022,2
4654359,GB,2022,2
3999987,FR,2022,2
3523922,CA,2022,2
3321876,JP,2022,2
3058385,HK,2022,2
2994154,CN,2022,2
2267650,ES,2022,2
2020454,ID,2022,2
1971422,PL,2022,2
1899451,NG,2022,2
1790603,VN,2022,2
1777091,NL,2022,2
1728442,UA,2022,2
1657122,AR,2022,2
1572949,IT,2022,2
1510419,AU,2022,2
1274804,TR,2022,2
1273440,TW,2022,2
1229609,MX,2022,2
1188460,SG,2022,2
1061068,SE,2022,2
1055713,KE,2022,2
1041835,CH,2022,2
989405,CO,2022,2
917662,IL,2022,2
841838,BD,2022,2
722183,EG,2022,2
685434,BE,2022,2
685061,PH,2022,2
664862,BY,2022,2
650812,CZ,2022,2
648794,DK,2022,2
611486,PT,2022,2
603961,NO,2022,2
582099,PK,2022,2
581240,ET,2022,2
544952,FI,2022,2
541922,AT,2022,2
520977,TH,2022,2
520472,RO,2022,2
511432,ZA,2022,2
424138,PE,2022,2
414264,BG,2022,2
409196,IE,2022,2
407404,CL,2022,2
376680,NZ,2022,2
368763,HU,2022,2
355711,IR,2022,2
346636,MY,2022,2
336075,LK,2022,2
314104,GR,2022,2
278401,RS,2022,2
256559,MA,2022,2
247035,NP,2022,2
242111,GH,2022,2
220460,UZ,2022,2
214707,TN,2022,2
200519,GE,2022,2
195201,LT,2022,2
192475,KZ,2022,2
189727,UY,2022,2
179759,EC,2022,2
176788,AE,2022,2
166060,HR,2022,2
160297,SK,2022,2
140966,SA,2022,2
140248,VE,2022,2
138568,AM,2022,2
127751,EE,2022,2
127221,CR,2022,2
110542,LV,2022,2
107558,AZ,2022,2
107102,RW,2022,2
105832,GT,2022,2
103861,JO,2022,2
101532,SI,2022,2
95646,KG,2022,2
92743,DZ,2022,2
92405,BO,2022,2
88364,UG,2022,2
84343,DO,2022,2
74285,CM,2022,2
70913,LB,2022,2
69699,MD,2022,2
66791,BA,2022,2
66735,IQ,2022,2
63733,SV,2022,2
61186,CY,2022,2
60459,PS,2022,2
57418,AL,2022,2
52485,MM,2022,2
48403,KH,2022,2
47828,TZ,2022,2
47447,MK,2022,2
44447,PR,2022,2
41648,CU,2022,2
40781,LU,2022,2
39129,SN,2022,2
37372,IS,2022,2
36810,HN,2022,2
35615,CI,2022,2
33318,ZW,2022,2
32058,MG,2022,2
31275,BJ,2022,2
31104,SY,2022,2
31027,PA,2022,2
30922,PY,2022,2
28397,NI,2022,2
27260,MT,2022,2
24885,ME,2022,2
24848,MN,2022,2
24455,ZM,2022,2
22437,JM,2022,2
20449,QA,2022,2
20433,MU,2022,2
20163,MO,2022,2
18309,AO,2022,2
18203,TG,2022,2
18142,KW,2022,2
17347,YE,2022,2
17154,CD,2022,2
15865,TT,2022,2
15724,MW,2022,2
15358,AF,2022,2
14263,RE,2022,2
13699,MZ,2022,2
13650,OM,2022,2
13349,BH,2022,2
13259,SD,2022,2
12772,SO,2022,2
11466,BW,2022,2
9437,TJ,2022,2
9380,XK,2022,2
8787,SL,2022,2
8175,LA,2022,2
7050,MV,2022,2
6195,MQ,2022,2
5992,BF,2022,2
5934,LY,2022,2
5920,SC,2022,2
5859,BN,2022,2
5529,LR,2022,2
5305,HT,2022,2
4976,BI,2022,2
4922,NA,2022,2
4466,ML,2022,2
4286,BB,2022,2
4083,IM,2022,2
4009,BZ,2022,2
3971,GM,2022,2
3697,CV,2022,2
3633,NC,2022,2
3496,BT,2022,2
3426,BS,2022,2
3294,AD,2022,2
3224,LS,2022,2
3216,GP,2022,2
3185,TM,2022,2
2920,ER,2022,2
2599,GA,2022,2
2598,NE,2022,2
2512,PF,2022,2
2356,SZ,2022,2
2346,SR,2022,2
2314,MR,2022,2
2169,GY,2022,2
1830,GN,2022,2
1165,CG,2022,2
951,TD,2022,2
22823129,US,2022,3
21260407,EU,2022,3
12181573,IN,2022,3
6514861,BR,2022,3
5389573,KR,2022,3
4775836,DE,2022,3
4538662,GB,2022,3
4354476,RU,2022,3
3514439,NG,2022,3
3381734,FR,2022,3
3313772,JP,2022,3
3246580,CA,2022,3
3108930,CN,2022,3
2820249,HK,2022,3
2077062,ID,2022,3
1958504,UA,2022,3
1787004,AR,2022,3
1777970,ES,2022,3
1730310,PL,2022,3
1668071,VN,2022,3
1581899,AU,2022,3
1558975,NL,2022,3
1369276,IT,2022,3
1329016,TR,2022,3
1283466,KE,2022,3
1282716,SG,2022,3
1170835,BD,2022,3
1158423,TW,2022,3
1065160,MX,2022,3
1043908,CO,2022,3
921195,CH,2022,3
886784,SE,2022,3
855809,IL,2022,3
789779,EG,2022,3
755331,PK,2022,3
681845,PH,2022,3
626848,ZA,2022,3
584787,BY,2022,3
584507,CZ,2022,3
583017,TH,2022,3
566386,NO,2022,3
553151,BE,2022,3
546823,ET,2022,3
526546,PT,2022,3
479119,AT,2022,3
474442,DK,2022,3
464431,FI,2022,3
442402,RO,2022,3
424187,IR,2022,3
402837,NZ,2022,3
399822,PE,2022,3
391877,IE,2022,3
390298,BG,2022,3
379310,CL,2022,3
362587,LK,2022,3
350335,MY,2022,3
320119,HU,2022,3
316045,GH,2022,3
267075,NP,2022,3
263579,GR,2022,3
250367,MA,2022,3
247168,RS,2022,3
227791,UZ,2022,3
209992,UY,2022,3
202453,GE,2022,3
201090,EC,2022,3
186473,AE,2022,3
186440,TN,2022,3
173119,SA,2022,3
171653,KZ,2022,3
161434,LT,2022,3
161346,VE,2022,3
147442,HR,2022,3
146629,UG,2022,3
143905,SK,2022,3
132672,AM,2022,3
129363,CR,2022,3
112480,EE,2022,3
109059,AZ,2022,3
106998,RW,2022,3
105348,GT,2022,3
103249,IQ,2022,3
102135,JO,2022,3
100613,LV,2022,3
97249,DZ,2022,3
93314,CM,2022,3
87883,KG,2022,3
86859,DO,2022,3
85849,SI,2022,3
83217,BO,2022,3
82722,LB,2022,3
74177,MD,2022,3
71838,CY,2022,3
71732,PS,2022,3
67948,KH,2022,3
61614,SV,2022,3
59529,MM,2022,3
55396,BA,2022,3
49379,TZ,2022,3
46679,SN,2022,3
44172,AL,2022,3
42867,HN,2022,3
41792,MK,2022,3
41394,LU,2022,3
40996,CI,2022,3
40795,ZW,2022,3
38016,MG,2022,3
36215,CU,2022,3
35541,PR,2022,3
33927,BJ,2022,3
33368,PY,2022,3
32701,PA,2022,3
32443,ME,2022,3
31876,SY,2022,3
29810,IS,2022,3
28661,TG,2022,3
28308,NI,2022,3
28056,ZM,2022,3
27313,MW,2022,3
24445,CD,2022,3
24096,MT,2022,3
23799,MN,2022,3
21998,KW,2022,3
21775,AF,2022,3
20844,JM,2022,3
20274,QA,2022,3
19338,SD,2022,3
19085,AO,2022,3
19028,MU,2022,3
18346,YE,2022,3
17480,MZ,2022,3
14397,OM,2022,3
13699,MO,2022,3
13695,RE,2022,3
13253,SO,2022,3
10859,BH,2022,3
10658,TJ,2022,3
10475,TT,2022,3
9490,LY,2022,3
9489,SL,2022,3
8860,HT,2022,3
8425,ML,2022,3
8284,NA,2022,3
8168,BF,2022,3
7731,XK,2022,3
7124,SC,2022,3
6899,BW,2022,3
6874,LA,2022,3
6874,LS,2022,3
6309,MV,2022,3
5925,LR,2022,3
5783,GM,2022,3
5066,BI,2022,3
5021,BS,2022,3
4349,TM,2022,3
4131,MQ,2022,3
4015,BZ,2022,3
3936,BT,2022,3
3933,AD,2022,3
3747,BB,2022,3
3662,BN,2022,3
3519,CV,2022,3
3512,GA,2022,3
3248,GP,2022,3
2776,SZ,2022,3
2653,MR,2022,3
2512,NC,2022,3
2462,IM,2022,3
2454,SR,2022,3
2309,GN,2022,3
2238,GY,2022,3
1992,CG,2022,3
1657,NE,2022,3
1321,FJ,2022,3
713,PG,2022,3
26031867,EU,2022,4
24373958,US,2022,4
13084268,IN,2022,4
6244922,BR,2022,4
5645204,KR,2022,4
5152515,DE,2022,4
4993859,RU,2022,4
4963732,GB,2022,4
4196186,FR,2022,4
3849798,CA,2022,4
3331537,JP,2022,4
2950772,NG,2022,4
2745956,CN,2022,4
2679090,HK,2022,4
2499006,ES,2022,4
2471844,ID,2022,4
2154448,PL,2022,4
2010058,VN,2022,4
1971693,UA,2022,4
1883585,NL,2022,4
1718132,AR,2022,4
1643515,IT,2022,4
1536243,AU,2022,4
1476490,TR,2022,4
1393516,SG,2022,4
1260558,TW,2022,4
1246058,SE,2022,4
1191179,MX,2022,4
1115370,CO,2022,4
1106474,KE,2022,4
1100752,CH,2022,4
972713,BD,2022,4
908109,IL,2022,4
845951,PH,2022,4
799998,EG,2022,4
747501,NO,2022,4
732949,PK,2022,4
718362,BE,2022,4
677527,CZ,2022,4
671595,DK,2022,4
667463,FI,2022,4
662189,BY,2022,4
642495,PT,2022,4
634831,TH,2022,4
569824,AT,2022,4
564614,ET,2022,4
539323,ZA,2022,4
528229,RO,2022,4
490822,IE,2022,4
451841,PE,2022,4
449348,BG,2022,4
425765,CL,2022,4
422229,HU,2022,4
367448,GH,2022,4
361643,LK,2022,4
355281,MY,2022,4
347398,NZ,2022,4
323300,GR,2022,4
310890,IR,2022,4
309591,MA,2022,4
305750,KZ,2022,4
295750,RS,2022,4
286342,TN,2022,4
285569,UZ,2022,4
285223,GE,2022,4
258343,NP,2022,4
214837,AE,2022,4
206395,LT,2022,4
191603,AM,2022,4
182514,UY,2022,4
179116,SK,2022,4
175775,EC,2022,4
167862,HR,2022,4
158176,SA,2022,4
154762,EE,2022,4
151131,VE,2022,4
135574,KG,2022,4
133424,AZ,2022,4
132436,CR,2022,4
124062,UG,2022,4
111962,LV,2022,4
110074,RW,2022,4
108064,SI,2022,4
103167,BO,2022,4
103102,DZ,2022,4
100258,GT,2022,4
90230,CY,2022,4
90048,CM,2022,4
86428,LB,2022,4
86342,DO,2022,4
85985,MD,2022,4
82494,JO,2022,4
69555,MM,2022,4
66484,SV,2022,4
63894,PS,2022,4
62617,BA,2022,4
62380,IQ,2022,4
60557,KH,2022,4
56701,SD,2022,4
53299,MK,2022,4
45846,LU,2022,4
44718,TZ,2022,4
42674,HN,2022,4
41749,IS,2022,4
41509,ZW,2022,4
40986,AL,2022,4
40690,ME,2022,4
38859,MN,2022,4
38690,PY,2022,4
36668,CU,2022,4
36046,CI,2022,4
35479,BJ,2022,4
35024,PA,2022,4
34313,SN,2022,4
34057,PR,2022,4
31123,MT,2022,4
30976,MG,2022,4
30748,NI,2022,4
27245,SY,2022,4
26663,MZ,2022,4
26324,JM,2022,4
25652,ZM,2022,4
25425,CD,2022,4
23423,MW,2022,4
21237,AF,2022,4
20433,TG,2022,4
20075,YE,2022,4
19784,AO,2022,4
18933,QA,2022,4
18556,KW,2022,4
18174,MU,2022,4
17808,SO,2022,4
17139,BH,2022,4
15382,TJ,2022,4
14483,XK,2022,4
14051,TT,2022,4
13967,OM,2022,4
13780,RE,2022,4
13659,MO,2022,4
11835,LR,2022,4
9526,NA,2022,4
8310,HT,2022,4
8189,BW,2022,4
7896,LY,2022,4
7713,ML,2022,4
7693,SL,2022,4
7250,SC,2022,4
7157,BF,2022,4
6890,LA,2022,4
6411,LS,2022,4
5952,MV,2022,4
5950,BI,2022,4
5546,GM,2022,4
5177,BB,2022,4
4952,BN,2022,4
4667,AD,2022,4
4454,TM,2022,4
4382,BT,2022,4
4361,CV,2022,4
3726,BZ,2022,4
3552,NC,2022,4
3480,GP,2022,4
3156,CG,2022,4
3143,IM,2022,4
3092,MQ,2022,4
3092,BS,2022,4
2611,GA,2022,4
2578,SZ,2022,4
2319,SR,2022,4
2303,MR,2022,4
1960,GN,2022,4
1579,NE,2022,4
1492,FJ,2022,4
28536786,EU,2023,1
25930264,US,2023,1
12807610,IN,2023,1
6292476,BR,2023,1
5715361,DE,2023,1
5698758,GB,2023,1
5669606,KR,2023,1
4877013,RU,2023,1
4804603,FR,2023,1
4200005,CA,2023,1
3531471,JP,2023,1
3112368,NG,2023,1
2756933,ES,2023,1
2687088,HK,2023,1
2658923,CN,2023,1
2421667,PL,2023,1
2194477,ID,2023,1
2182199,UA,2023,1
1980389,NL,2023,1
1860071,IT,2023,1
1853755,KE,2023,1
1788091,VN,2023,1
1586113,SG,2023,1
1542496,AU,2023,1
1541474,AR,2023,1
1523418,TR,2023,1
1325338,EG,2023,1
1257381,SE,2023,1
1190373,TW,2023,1
1178079,BD,2023,1
1177565,MX,2023,1
1130470,CH,2023,1
1099902,CO,2023,1
1023030,IL,2023,1
983370,ZA,2023,1
969639,MA,2023,1
902479,PH,2023,1
839263,PK,2023,1
756094,CZ,2023,1
748987,NO,2023,1
725897,PT,2023,1
715892,BE,2023,1
709739,TH,2023,1
689827,FI,2023,1
654349,DK,2023,1
644220,BY,2023,1
633892,GH,2023,1
629980,AT,2023,1
604537,ET,2023,1
597027,RO,2023,1
509976,BG,2023,1
483457,IE,2023,1
432451,IR,2023,1
429960,HU,2023,1
390135,MY,2023,1
381164,PE,2023,1
371272,LK,2023,1
356325,NZ,2023,1
347756,GR,2023,1
340157,GE,2023,1
335690,RS,2023,1
335473,CL,2023,1
329189,KZ,2023,1
310813,UZ,2023,1
310397,NP,2023,1
263075,TN,2023,1
245397,AE,2023,1
245360,RW,2023,1
212244,LT,2023,1
208737,EC,2023,1
199688,SK,2023,1
197945,AM,2023,1
195515,HR,2023,1
179655,UY,2023,1
179233,SA,2023,1
178382,VE,2023,1
157254,UG,2023,1
155656,EE,2023,1
147497,KG,2023,1
137747,LV,2023,1
135604,AZ,2023,1
129339,DZ,2023,1
122366,CR,2023,1
121568,SI,2023,1
105833,CM,2023,1
98649,GT,2023,1
97631,CY,2023,1
94234,MD,2023,1
92351,DO,2023,1
90494,JO,2023,1
90299,MM,2023,1
85236,LB,2023,1
82267,BO,2023,1
74232,PS,2023,1
73974,BA,2023,1
72971,KH,2023,1
69415,IQ,2023,1
62432,MK,2023,1
61690,ZW,2023,1
59006,MG,2023,1
55899,SV,2023,1
52875,SN,2023,1
51012,TZ,2023,1
50203,LU,2023,1
46555,PR,2023,1
45916,ME,2023,1
42643,IS,2023,1
42047,CI,2023,1
41446,AL,2023,1
41020,HN,2023,1
40622,MW,2023,1
39611,ZM,2023,1
39229,SD,2023,1
38673,PY,2023,1
38583,MN,2023,1
36640,BJ,2023,1
32416,XK,2023,1
31414,CU,2023,1
30762,PA,2023,1
30026,NI,2023,1
29914,MT,2023,1
28788,MZ,2023,1
26411,SY,2023,1
24936,AF,2023,1
24769,YE,2023,1
23853,CD,2023,1
23207,AO,2023,1
21900,JM,2023,1
21498,SO,2023,1
21061,MU,2023,1
21046,QA,2023,1
20965,TG,2023,1
20507,BH,2023,1
18785,KW,2023,1
18456,OM,2023,1
17106,RE,2023,1
15562,NA,2023,1
14740,TJ,2023,1
13081,TT,2023,1
12782,MO,2023,1
11962,BW,2023,1
10088,ML,2023,1
10006,SL,2023,1
8797,LY,2023,1
8764,BF,2023,1
7942,GM,2023,1
7909,LR,2023,1
7632,HT,2023,1
7178,LA,2023,1
7085,BI,2023,1
6460,LS,2023,1
6361,MV,2023,1
6314,SC,2023,1
6065,AD,2023,1
5493,NC,2023,1
5431,SZ,2023,1
5296,BZ,2023,1
4949,TM,2023,1
4747,NE,2023,1
4576,BT,2023,1
4238,GN,2023,1
4133,JE,2023,1
4114,BN,2023,1
4006,CV,2023,1
3959,CG,2023,1
3835,BB,2023,1
3680,IM,2023,1
3203,GP,2023,1
3038,SR,2023,1
3010,MQ,2023,1
2906,BS,2023,1
2499,GA,2023,1
2350,MR,2023,1
2261,GY,2023,1
28261311,EU,2023,2
25765719,US,2023,2
13916703,IN,2023,2
7339612,BR,2023,2
6102494,KR,2023,2
5508947,DE,2023,2
5255760,GB,2023,2
5097607,RU,2023,2
4597916,FR,2023,2
3922973,CA,2023,2
3778386,JP,2023,2
2759771,ES,2023,2
2685318,HK,2023,2
2669001,CN,2023,2
2514210,PL,2023,2
2484365,ID,2023,2
2319147,VN,2023,2
2262652,NG,2023,2
2253838,UA,2023,2
2126697,NL,2023,2
2016655,AR,2023,2
1839109,IT,2023,2
1683157,AU,2023,2
1588070,SG,2023,2
1473389,TR,2023,2
1424822,KE,2023,2
1388166,TW,2023,2
1338149,CO,2023,2
1333930,EG,2023,2
1333712,MX,2023,2
1206131,CH,2023,2
1155814,SE,2023,2
1083550,BD,2023,2
1068939,IL,2023,2
1026359,MA,2023,2
1022001,PH,2023,2
895306,PK,2023,2
847118,ZA,2023,2
764425,PT,2023,2
754422,BE,2023,2
746438,CZ,2023,2
728027,DK,2023,2
703801,NO,2023,2
638842,RO,2023,2
636924,TH,2023,2
624914,FI,2023,2
609937,AT,2023,2
583992,BY,2023,2
514715,PE,2023,2
513525,GH,2023,2
505674,CL,2023,2
502595,IR,2023,2
471864,IE,2023,2
462232,BG,2023,2
444903,LK,2023,2
440718,MY,2023,2
436919,HU,2023,2
408861,NZ,2023,2
352148,NP,2023,2
340491,GR,2023,2
330865,RS,2023,2
325435,KZ,2023,2
319058,GE,2023,2
298271,UZ,2023,2
274835,TN,2023,2
257445,ET,2023,2
250229,AE,2023,2
215119,EC,2023,2
199768,LT,2023,2
196163,SK,2023,2
195494,RW,2023,2
194109,UY,2023,2
193192,HR,2023,2
190509,AM,2023,2
179985,VE,2023,2
168766,SA,2023,2
165661,CR,2023,2
151041,KG,2023,2
150880,AZ,2023,2
149019,EE,2023,2
131621,LV,2023,2
129382,SI,2023,2
125089,DZ,2023,2
125027,UG,2023,2
122195,GT,2023,2
119187,BO,2023,2
111949,JO,2023,2
99710,DO,2023,2
99621,MM,2023,2
98639,MD,2023,2
98064,CY,2023,2
95666,CM,2023,2
91168,LB,2023,2
88000,PS,2023,2
81724,SV,2023,2
78072,BA,2023,2
69716,KH,2023,2
68903,IQ,2023,2
61744,MK,2023,2
53925,MG,2023,2
52663,ME,2023,2
51206,LU,2023,2
51004,AL,2023,2
49685,TZ,2023,2
47215,IS,2023,2
46665,MN,2023,2
45422,PR,2023,2
43394,PY,2023,2
41427,HN,2023,2
40505,XK,2023,2
39429,NI,2023,2
39219,ZW,2023,2
38024,SN,2023,2
33477,CU,2023,2
32529,PA,2023,2
31921,MT,2023,2
29669,MW,2023,2
29601,SY,2023,2
29331,BJ,2023,2
29142,CI,2023,2
26875,AO,2023,2
26704,AF,2023,2
24894,ZM,2023,2
24802,MU,2023,2
23776,QA,2023,2
23704,MZ,2023,2
22111,YE,2023,2
21716,OM,2023,2
21712,JM,2023,2
20748,CD,2023,2
19553,BH,2023,2
19223,TG,2023,2
18154,SO,2023,2
17896,RE,2023,2
17320,KW,2023,2
16076,TT,2023,2
15120,MO,2023,2
14944,TJ,2023,2
12295,SD,2023,2
11341,BW,2023,2
11079,SC,2023,2
11069,LY,2023,2
9088,NA,2023,2
8479,AD,2023,2
7881,LR,2023,2
7852,BF,2023,2
7197,LA,2023,2
7185,ML,2023,2
6818,TM,2023,2
6156,HT,2023,2
5999,NC,2023,2
5977,BT,2023,2
5975,MV,2023,2
5882,BI,2023,2
5330,GM,2023,2
5276,SL,2023,2
5089,BB,2023,2
4389,LS,2023,2
4339,BN,2023,2
4337,GP,2023,2
4154,MR,2023,2
4150,CV,2023,2
4022,BZ,2023,2
3738,IM,2023,2
3323,SZ,2023,2
3213,MQ,2023,2
3155,NE,2023,2
3063,GN,2023,2
2868,BS,2023,2
2591,SR,2023,2
2434,CG,2023,2
2283,GA,2023,2
2198,GY,2023,2
1936,FJ,2023,2
1629,PG,2023,2
1417,JE,2023,2
24131967,EU,2023,3
23796738,US,2023,3
16316471,IN,2023,3
6904053,BR,2023,3
6044640,KR,2023,3
5403146,DE,2023,3
5075412,GB,2023,3
4195416,RU,2023,3
3879923,JP,2023,3
3816691,FR,2023,3
3700950,CA,2023,3
2737628,HK,2023,3
2679321,NG,2023,3
2423792,ID,2023,3
2109778,CN,2023,3
2089305,VN,2023,3
2024296,PL,2023,3
2014056,ES,2023,3
1974742,UA,2023,3
1830471,AR,2023,3
1781944,NL,2023,3
1738232,EG,2023,3
1710604,AU,2023,3
1586866,SG,2023,3
1571271,IT,2023,3
1560691,KE,2023,3
1522648,BD,2023,3
1413205,TR,2023,3
1290954,TW,2023,3
1204953,CO,2023,3
1139050,PK,2023,3
1134809,MX,2023,3
1015812,CH,2023,3
1012106,MA,2023,3
991644,IL,2023,3
987404,PH,2023,3
967773,SE,2023,3
954678,ZA,2023,3
666526,TH,2023,3
653767,CZ,2023,3
649681,PT,2023,3
642390,NO,2023,3
602109,BE,2023,3
561703,FI,2023,3
550631,IR,2023,3
539676,AT,2023,3
516868,GH,2023,3
511720,DK,2023,3
496944,RO,2023,3
483580,PE,2023,3
470157,LK,2023,3
463158,BY,2023,3
456231,CL,2023,3
441010,IE,2023,3
436971,NZ,2023,3
430682,MY,2023,3
424370,BG,2023,3
377202,ET,2023,3
374008,NP,2023,3
344830,HU,2023,3
310370,UZ,2023,3
308463,GR,2023,3
300533,RS,2023,3
294820,GE,2023,3
262587,KZ,2023,3
258191,AE,2023,3
238029,EC,2023,3
234420,TN,2023,3
231652,SA,2023,3
208819,UY,2023,3
193751,RW,2023,3
182068,AM,2023,3
180135,VE,2023,3
169850,LT,2023,3
164195,SK,2023,3
161087,HR,2023,3
151598,DZ,2023,3
151166,UG,2023,3
144936,CR,2023,3
139397,AZ,2023,3
134810,EE,2023,3
114784,MM,2023,3
112071,JO,2023,3
111031,GT,2023,3
110169,SI,2023,3
110072,KG,2023,3
108901,PS,2023,3
107131,CM,2023,3
106761,LV,2023,3
101768,BO,2023,3
98730,CY,2023,3
98102,DO,2023,3
90228,LB,2023,3
88450,SD,2023,3
88061,MD,2023,3
88031,KH,2023,3
73205,SV,2023,3
67246,IQ,2023,3
65049,MG,2023,3
64790,BA,2023,3
56881,ME,2023,3
54269,TZ,2023,3
50026,MK,2023,3
49018,HN,2023,3
47704,LU,2023,3
45369,PY,2023,3
43573,SN,2023,3
40209,ZW,2023,3
39654,PR,2023,3
38958,AL,2023,3
37419,IS,2023,3
35356,PA,2023,3
33134,CI,2023,3
32957,QA,2023,3
31977,SY,2023,3
31868,NI,2023,3
31812,BJ,2023,3
29470,CU,2023,3
28405,ZM,2023,3
28026,AO,2023,3
28018,MZ,2023,3
27903,YE,2023,3
26340,CD,2023,3
