weight,source,destination,year,quarter
144459,US,EU,2020,1
85123,GB,EU,2020,1
35942,CA,EU,2020,1
36770,RU,EU,2020,1
32129,CH,EU,2020,1
23646,UA,EU,2020,1
23741,IN,EU,2020,1
18273,AU,EU,2020,1
16633,BR,EU,2020,1
10895,IL,EU,2020,1
8354,CN,EU,2020,1
3894,NP,EU,2020,1
9237,JP,EU,2020,1
13682,NO,EU,2020,1
4810,NZ,EU,2020,1
6552,BY,EU,2020,1
5005,AR,EU,2020,1
4394,SG,EU,2020,1
3459,PK,EU,2020,1
3664,MX,EU,2020,1
2325,EG,EU,2020,1
3298,IR,EU,2020,1
2153,TN,EU,2020,1
3687,VN,EU,2020,1
3472,TR,EU,2020,1
3105,TW,EU,2020,1
3792,ZA,EU,2020,1
3464,TH,EU,2020,1
2778,KR,EU,2020,1
3812,HK,EU,2020,1
3516,RS,EU,2020,1
1806,CO,EU,2020,1
2307,PH,EU,2020,1
908,RE,EU,2020,1
1098,BD,EU,2020,1
2281,ID,EU,2020,1
1299,CL,EU,2020,1
671,KN,EU,2020,1
1072,MD,EU,2020,1
650,MK,EU,2020,1
1059,MA,EU,2020,1
1218,PE,EU,2020,1
778,VE,EU,2020,1
886,NG,EU,2020,1
443,PA,EU,2020,1
1186,MY,EU,2020,1
558,GE,EU,2020,1
408,BH,EU,2020,1
1474,AE,EU,2020,1
504,KZ,EU,2020,1
510,CR,EU,2020,1
1152,UY,EU,2020,1
259,KG,EU,2020,1
243,MU,EU,2020,1
394,LK,EU,2020,1
233,ML,EU,2020,1
230,IS,EU,2020,1
227,PF,EU,2020,1
538,DZ,EU,2020,1
198,EC,EU,2020,1
193,MG,EU,2020,1
364,GT,EU,2020,1
356,AL,EU,2020,1
311,BO,EU,2020,1
283,KH,EU,2020,1
157,CU,EU,2020,1
394,KE,EU,2020,1
146,BJ,EU,2020,1
257,DO,EU,2020,1
249,BA,EU,2020,1
140,LB,EU,2020,1
126,GP,EU,2020,1
126,AD,EU,2020,1
110,CV,EU,2020,1
104,GI,EU,2020,1
169864,US,EU,2020,2
108795,GB,EU,2020,2
47585,CH,EU,2020,2
42135,CA,EU,2020,2
41742,RU,EU,2020,2
33647,IN,EU,2020,2
27122,UA,EU,2020,2
21567,AU,EU,2020,2
11453,IL,EU,2020,2
19805,BR,EU,2020,2
9574,CN,EU,2020,2
3917,NP,EU,2020,2
17073,NO,EU,2020,2
10978,JP,EU,2020,2
4722,CO,EU,2020,2
5746,NZ,EU,2020,2
7184,AR,EU,2020,2
4963,VN,EU,2020,2
7723,RS,EU,2020,2
4327,TH,EU,2020,2
3823,TW,EU,2020,2
6003,SG,EU,2020,2
5497,IR,EU,2020,2
6210,BY,EU,2020,2
6178,TR,EU,2020,2
4968,ZA,EU,2020,2
3052,EG,EU,2020,2
3909,HK,EU,2020,2
3844,PH,EU,2020,2
4092,MX,EU,2020,2
3245,PK,EU,2020,2
2620,ID,EU,2020,2
1236,RE,EU,2020,2
2373,KR,EU,2020,2
1133,TN,EU,2020,2
1022,MA,EU,2020,2
709,PA,EU,2020,2
946,VE,EU,2020,2
1545,CL,EU,2020,2
1365,UY,EU,2020,2
1726,AE,EU,2020,2
1101,GE,EU,2020,2
1156,NG,EU,2020,2
1622,MY,EU,2020,2
738,EC,EU,2020,2
892,DZ,EU,2020,2
892,PE,EU,2020,2
916,KE,EU,2020,2
982,MD,EU,2020,2
407,MU,EU,2020,2
576,KW,EU,2020,2
579,KZ,EU,2020,2
582,BD,EU,2020,2
347,AD,EU,2020,2
342,KN,EU,2020,2
335,KH,EU,2020,2
332,KG,EU,2020,2
564,UG,EU,2020,2
439,LK,EU,2020,2
508,BA,EU,2020,2
374,IS,EU,2020,2
730,AL,EU,2020,2
323,AM,EU,2020,2
190,GP,EU,2020,2
294,MK,EU,2020,2
181,CR,EU,2020,2
175,CI,EU,2020,2
159,MG,EU,2020,2
154,BO,EU,2020,2
150,CV,EU,2020,2
148,CU,EU,2020,2
148,MO,EU,2020,2
134,SN,EU,2020,2
133,MM,EU,2020,2
133,LB,EU,2020,2
133,PY,EU,2020,2
131,GT,EU,2020,2
118,JE,EU,2020,2
112,BN,EU,2020,2
105,MN,EU,2020,2
103,TZ,EU,2020,2
152566,US,EU,2020,3
92506,GB,EU,2020,3
37920,RU,EU,2020,3
35698,CH,EU,2020,3
31232,CA,EU,2020,3
31767,IN,EU,2020,3
25031,UA,EU,2020,3
18917,AU,EU,2020,3
19987,BR,EU,2020,3
9973,CN,EU,2020,3
8972,AR,EU,2020,3
8992,IL,EU,2020,3
12608,NO,EU,2020,3
4443,CO,EU,2020,3
3675,EG,EU,2020,3
4808,HK,EU,2020,3
5396,TR,EU,2020,3
2536,NP,EU,2020,3
5370,SG,EU,2020,3
3914,IR,EU,2020,3
5632,RS,EU,2020,3
3495,MX,EU,2020,3
3039,KR,EU,2020,3
3801,ZA,EU,2020,3
2279,TW,EU,2020,3
3809,VN,EU,2020,3
3144,PK,EU,2020,3
1081,RE,EU,2020,3
4282,BY,EU,2020,3
1409,TN,EU,2020,3
2924,ID,EU,2020,3
1458,TH,EU,2020,3
1258,CL,EU,2020,3
1337,MY,EU,2020,3
1084,EC,EU,2020,3
1318,MD,EU,2020,3
823,AE,EU,2020,3
410,BH,EU,2020,3
1225,NG,EU,2020,3
581,MA,EU,2020,3
349,IS,EU,2020,3
1519,UY,EU,2020,3
929,VE,EU,2020,3
576,AL,EU,2020,3
448,UG,EU,2020,3
308,CU,EU,2020,3
730,GE,EU,2020,3
256,SA,EU,2020,3
256,KG,EU,2020,3
371,DO,EU,2020,3
400,MK,EU,2020,3
198,CV,EU,2020,3
302,BA,EU,2020,3
191,NI,EU,2020,3
175,MG,EU,2020,3
173,CR,EU,2020,3
170,LK,EU,2020,3
168,BO,EU,2020,3
167,BD,EU,2020,3
165,KN,EU,2020,3
129,AM,EU,2020,3
121,MO,EU,2020,3
114,SN,EU,2020,3
111,UZ,EU,2020,3
110,GP,EU,2020,3
107,CM,EU,2020,3
210,JO,EU,2020,3
106,AD,EU,2020,3
105,LC,EU,2020,3
104,GT,EU,2020,3
152994,US,EU,2020,4
97303,GB,EU,2020,4
42634,CH,EU,2020,4
39889,RU,EU,2020,4
37812,IN,EU,2020,4
26481,UA,EU,2020,4
17515,BR,EU,2020,4
17468,NO,EU,2020,4
11280,CN,EU,2020,4
11001,IL,EU,2020,4
10230,JP,EU,2020,4
7731,AR,EU,2020,4
5341,SG,EU,2020,4
6195,RS,EU,2020,4
9473,TR,EU,2020,4
4750,NZ,EU,2020,4
3145,KR,EU,2020,4
4258,IR,EU,2020,4
1990,NP,EU,2020,4
2703,TW,EU,2020,4
4635,BY,EU,2020,4
1407,RE,EU,2020,4
4098,VN,EU,2020,4
3516,PK,EU,2020,4
3064,ID,EU,2020,4
4392,MX,EU,2020,4
1189,TN,EU,2020,4
2108,EG,EU,2020,4
1236,IS,EU,2020,4
1176,MA,EU,2020,4
2040,CO,EU,2020,4
2378,ZA,EU,2020,4
2136,MY,EU,2020,4
1185,DZ,EU,2020,4
2430,PH,EU,2020,4
1643,TH,EU,2020,4
1693,AE,EU,2020,4
751,BD,EU,2020,4
877,VE,EU,2020,4
736,AL,EU,2020,4
1255,MD,EU,2020,4
906,PE,EU,2020,4
588,EC,EU,2020,4
408,PF,EU,2020,4
273,LI,EU,2020,4
953,UY,EU,2020,4
790,GE,EU,2020,4
659,CL,EU,2020,4
484,MK,EU,2020,4
927,BA,EU,2020,4
236,CV,EU,2020,4
384,UG,EU,2020,4
233,CM,EU,2020,4
219,BO,EU,2020,4
211,BH,EU,2020,4
193,GF,EU,2020,4
180,DO,EU,2020,4
173,KH,EU,2020,4
158,AX,EU,2020,4
153,BJ,EU,2020,4
141,LB,EU,2020,4
135,BM,EU,2020,4
129,IM,EU,2020,4
127,MG,EU,2020,4
212,QA,EU,2020,4
103,GP,EU,2020,4
102,SA,EU,2020,4
165830,US,EU,2021,1
104309,GB,EU,2021,1
40288,CA,EU,2021,1
43820,CH,EU,2021,1
41646,RU,EU,2021,1
34864,IN,EU,2021,1
29072,UA,EU,2021,1
19792,AU,EU,2021,1
21084,BR,EU,2021,1
17612,NO,EU,2021,1
13824,JP,EU,2021,1
6952,HK,EU,2021,1
8647,CN,EU,2021,1
3255,NP,EU,2021,1
5598,SG,EU,2021,1
8960,TR,EU,2021,1
3537,TH,EU,2021,1
3918,NZ,EU,2021,1
3184,KR,EU,2021,1
6398,BY,EU,2021,1
4825,RS,EU,2021,1
3640,ID,EU,2021,1
2902,TW,EU,2021,1
3362,IR,EU,2021,1
2034,TN,EU,2021,1
2709,CO,EU,2021,1
3798,VN,EU,2021,1
2224,EG,EU,2021,1
1295,MA,EU,2021,1
1073,RE,EU,2021,1
4193,MX,EU,2021,1
1300,KE,EU,2021,1
2206,MY,EU,2021,1
2995,PK,EU,2021,1
3849,ZA,EU,2021,1
1272,CR,EU,2021,1
1710,CL,EU,2021,1
687,WS,EU,2021,1
1593,NG,EU,2021,1
905,LB,EU,2021,1
1183,UY,EU,2021,1
1374,MD,EU,2021,1
432,BO,EU,2021,1
602,PF,EU,2021,1
396,AW,EU,2021,1
383,PS,EU,2021,1
861,BA,EU,2021,1
1866,AE,EU,2021,1
702,MK,EU,2021,1
343,MU,EU,2021,1
317,BD,EU,2021,1
448,AL,EU,2021,1
637,DZ,EU,2021,1
627,EC,EU,2021,1
276,CU,EU,2021,1
264,BM,EU,2021,1
398,SN,EU,2021,1
262,NI,EU,2021,1
233,CV,EU,2021,1
223,KH,EU,2021,1
204,MG,EU,2021,1
632,IS,EU,2021,1
307,GT,EU,2021,1
181,CW,EU,2021,1
151,IQ,EU,2021,1
146,TZ,EU,2021,1
138,KG,EU,2021,1
138,PA,EU,2021,1
135,FO,EU,2021,1
126,HN,EU,2021,1
223,LK,EU,2021,1
120,NA,EU,2021,1
118,SM,EU,2021,1
112,BH,EU,2021,1
110,SY,EU,2021,1
108,JO,EU,2021,1
106,PR,EU,2021,1
106,LC,EU,2021,1
103,GH,EU,2021,1
167289,US,EU,2021,2
103107,GB,EU,2021,2
43728,CH,EU,2021,2
40227,RU,EU,2021,2
33171,UA,EU,2021,2
19777,AU,EU,2021,2
23570,BR,EU,2021,2
16490,NO,EU,2021,2
13873,JP,EU,2021,2
5451,NP,EU,2021,2
6195,SG,EU,2021,2
7084,HK,EU,2021,2
9775,AR,EU,2021,2
8046,TR,EU,2021,2
3959,NZ,EU,2021,2
3459,KR,EU,2021,2
5119,ZA,EU,2021,2
3910,TW,EU,2021,2
6435,ID,EU,2021,2
3359,PH,EU,2021,2
4683,MX,EU,2021,2
3977,EG,EU,2021,2
6465,BY,EU,2021,2
3360,PK,EU,2021,2
1645,KE,EU,2021,2
1163,WS,EU,2021,2
1544,CR,EU,2021,2
1399,PR,EU,2021,2
3099,CO,EU,2021,2
2072,TN,EU,2021,2
928,RE,EU,2021,2
1113,EC,EU,2021,2
726,MA,EU,2021,2
1512,BA,EU,2021,2
2160,NG,EU,2021,2
1653,MY,EU,2021,2
1667,CL,EU,2021,2
548,MM,EU,2021,2
1938,MD,EU,2021,2
538,GH,EU,2021,2
1081,PE,EU,2021,2
482,PA,EU,2021,2
432,CV,EU,2021,2
1163,GE,EU,2021,2
657,AL,EU,2021,2
1040,LB,EU,2021,2
355,PF,EU,2021,2
345,MU,EU,2021,2
784,UY,EU,2021,2
885,LK,EU,2021,2
803,MK,EU,2021,2
249,CD,EU,2021,2
639,VE,EU,2021,2
229,KG,EU,2021,2
370,DZ,EU,2021,2
222,NI,EU,2021,2
219,MN,EU,2021,2
420,AD,EU,2021,2
392,CM,EU,2021,2
532,SN,EU,2021,2
302,SA,EU,2021,2
197,QA,EU,2021,2
197,AZ,EU,2021,2
176,KH,EU,2021,2
286,GF,EU,2021,2
159,ME,EU,2021,2
419,DO,EU,2021,2
150,AO,EU,2021,2
138,AM,EU,2021,2
124,GP,EU,2021,2
119,IQ,EU,2021,2
118,MC,EU,2021,2
536,CU,EU,2021,2
266,RW,EU,2021,2
218,ET,EU,2021,2
110,NA,EU,2021,2
105,GT,EU,2021,2
152666,US,EU,2021,3
89251,GB,EU,2021,3
37398,CA,EU,2021,3
35341,CH,EU,2021,3
40726,RU,EU,2021,3
22785,AU,EU,2021,3
29700,UA,EU,2021,3
22872,BR,EU,2021,3
10786,CN,EU,2021,3
11685,JP,EU,2021,3
13840,NO,EU,2021,3
8021,TR,EU,2021,3
5453,NZ,EU,2021,3
10054,AR,EU,2021,3
6389,HK,EU,2021,3
4994,SG,EU,2021,3
2841,TH,EU,2021,3
6192,BY,EU,2021,3
5810,RS,EU,2021,3
4643,VN,EU,2021,3
4190,PH,EU,2021,3
3067,TW,EU,2021,3
5320,IR,EU,2021,3
6296,ZA,EU,2021,3
3216,CO,EU,2021,3
5393,MX,EU,2021,3
1930,CL,EU,2021,3
3886,EG,EU,2021,3
2185,TN,EU,2021,3
1165,EC,EU,2021,3
2229,BA,EU,2021,3
844,RE,EU,2021,3
1092,BO,EU,2021,3
1068,MA,EU,2021,3
2203,NG,EU,2021,3
952,CM,EU,2021,3
1221,LB,EU,2021,3
808,AL,EU,2021,3
1248,MY,EU,2021,3
520,WS,EU,2021,3
817,CR,EU,2021,3
463,MC,EU,2021,3
1032,UY,EU,2021,3
415,CV,EU,2021,3
1644,AE,EU,2021,3
379,MM,EU,2021,3
1033,PE,EU,2021,3
287,PR,EU,2021,3
564,MK,EU,2021,3
247,KG,EU,2021,3
620,UZ,EU,2021,3
569,NI,EU,2021,3
370,SN,EU,2021,3
425,GH,EU,2021,3
218,IQ,EU,2021,3
214,MG,EU,2021,3
3231,KR,EU,2021,3
558,AM,EU,2021,3
207,BJ,EU,2021,3
320,SA,EU,2021,3
164,AZ,EU,2021,3
257,GF,EU,2021,3
140,PS,EU,2021,3
122,MQ,EU,2021,3
119,GP,EU,2021,3
116,JO,EU,2021,3
107,KW,EU,2021,3
107,AD,EU,2021,3
103,IM,EU,2021,3
170098,US,EU,2021,4
96511,GB,EU,2021,4
46209,CH,EU,2021,4
39874,IN,EU,2021,4
43958,RU,EU,2021,4
32897,UA,EU,2021,4
25040,BR,EU,2021,4
7899,NZ,EU,2021,4
11364,AR,EU,2021,4
9067,TR,EU,2021,4
3513,NP,EU,2021,4
6398,RS,EU,2021,4
7603,CN,EU,2021,4
6282,HK,EU,2021,4
6189,EG,EU,2021,4
2457,CR,EU,2021,4
3034,TH,EU,2021,4
2952,PK,EU,2021,4
4724,ID,EU,2021,4
4505,ZA,EU,2021,4
4216,SG,EU,2021,4
4051,VN,EU,2021,4
5049,MX,EU,2021,4
3628,CO,EU,2021,4
2036,TN,EU,2021,4
3224,BA,EU,2021,4
6925,BY,EU,2021,4
2994,PH,EU,2021,4
1943,MA,EU,2021,4
1797,MY,EU,2021,4
1599,PE,EU,2021,4
2972,NG,EU,2021,4
1704,CL,EU,2021,4
2503,AE,EU,2021,4
955,CM,EU,2021,4
1224,EC,EU,2021,4
2103,MD,EU,2021,4
767,LB,EU,2021,4
920,AL,EU,2021,4
1347,MK,EU,2021,4
741,BO,EU,2021,4
972,KE,EU,2021,4
791,SN,EU,2021,4
1724,GE,EU,2021,4
707,VE,EU,2021,4
720,BD,EU,2021,4
899,RE,EU,2021,4
423,CV,EU,2021,4
417,SC,EU,2021,4
1460,UY,EU,2021,4
369,MU,EU,2021,4
349,IQ,EU,2021,4
750,LK,EU,2021,4
569,MG,EU,2021,4
310,MC,EU,2021,4
706,CU,EU,2021,4
280,TJ,EU,2021,4
271,GN,EU,2021,4
271,KZ,EU,2021,4
257,SY,EU,2021,4
672,DZ,EU,2021,4
221,PR,EU,2021,4
218,MM,EU,2021,4
203,HT,EU,2021,4
521,IS,EU,2021,4
178,GP,EU,2021,4
349,AD,EU,2021,4
168,JE,EU,2021,4
160,TG,EU,2021,4
155,KG,EU,2021,4
152,KH,EU,2021,4
151,TT,EU,2021,4
140,NI,EU,2021,4
123,GF,EU,2021,4
326,JO,EU,2021,4
114,DO,EU,2021,4
110,LC,EU,2021,4
169495,US,EU,2022,1
43703,CH,EU,2022,1
37925,IN,EU,2022,1
39774,RU,EU,2022,1
25453,UA,EU,2022,1
18072,AU,EU,2022,1
10536,AR,EU,2022,1
10966,TR,EU,2022,1
7563,NZ,EU,2022,1
5254,TH,EU,2022,1
3440,TW,EU,2022,1
5787,ID,EU,2022,1
3180,MA,EU,2022,1
3525,NG,EU,2022,1
3257,KR,EU,2022,1
6351,ZA,EU,2022,1
3707,VN,EU,2022,1
6167,MX,EU,2022,1
135,KW,EU,2021,4
1537,CM,EU,2022,1
5420,BY,EU,2022,1
1015,CR,EU,2022,1
2206,MD,EU,2022,1
2339,UY,EU,2022,1
1375,EC,EU,2022,1
1192,MK,EU,2022,1
1202,KE,EU,2022,1
826,PF,EU,2022,1
560,SN,EU,2022,1
1109,CU,EU,2022,1
462,RE,EU,2022,1
2445,AE,EU,2022,1
659,AM,EU,2022,1
813,MG,EU,2022,1
413,VE,EU,2022,1
400,NI,EU,2022,1
376,LB,EU,2022,1
371,IS,EU,2022,1
334,CV,EU,2022,1
309,SV,EU,2022,1
293,HT,EU,2022,1
546,CD,EU,2022,1
268,SC,EU,2022,1
420,PR,EU,2022,1
414,BO,EU,2022,1
212,SY,EU,2022,1
708,KG,EU,2022,1
205,KW,EU,2022,1
308,UZ,EU,2022,1
175,TJ,EU,2022,1
256,DO,EU,2022,1
148,KZ,EU,2022,1
136,AW,EU,2022,1
128,XK,EU,2022,1
127,GN,EU,2022,1
237,GP,EU,2022,1
128,KH,EU,2022,1
563,JO,EU,2022,1
169351,US,EU,2022,2
98924,GB,EU,2022,2
43011,CH,EU,2022,2
39980,IN,EU,2022,2
40602,RU,EU,2022,2
41715,UA,EU,2022,2
16840,NO,EU,2022,2
14706,TR,EU,2022,2
10090,HK,EU,2022,2
14816,JP,EU,2022,2
3636,NP,EU,2022,2
10691,AR,EU,2022,2
7353,IL,EU,2022,2
6665,SG,EU,2022,2
4244,TW,EU,2022,2
5227,IR,EU,2022,2
5057,ID,EU,2022,2
8405,GE,EU,2022,2
6432,NZ,EU,2022,2
3864,PK,EU,2022,2
7037,EG,EU,2022,2
4585,KR,EU,2022,2
4326,MA,EU,2022,2
4443,NG,EU,2022,2
3611,AE,EU,2022,2
2225,TN,EU,2022,2
4980,ZA,EU,2022,2
3639,PH,EU,2022,2
2113,AM,EU,2022,2
2524,CL,EU,2022,2
2089,BD,EU,2022,2
1295,CR,EU,2022,2
1682,CM,EU,2022,2
776,NI,EU,2022,2
1008,KH,EU,2022,2
1362,BO,EU,2022,2
1167,DZ,EU,2022,2
944,MG,EU,2022,2
650,RE,EU,2022,2
989,BA,EU,2022,2
940,KG,EU,2022,2
515,PR,EU,2022,2
1000,LB,EU,2022,2
1437,KE,EU,2022,2
671,VE,EU,2022,2
1385,UY,EU,2022,2
369,XK,EU,2022,2
558,CU,EU,2022,2
437,GH,EU,2022,2
564,IS,EU,2022,2
403,SA,EU,2022,2
244,SN,EU,2022,2
554,ME,EU,2022,2
347,PA,EU,2022,2
5895,TH,EU,2022,2
226,GN,EU,2022,2
363,PF,EU,2022,2
212,KW,EU,2022,2
201,DO,EU,2022,2
433,IQ,EU,2022,2
162,PY,EU,2022,2
149,TJ,EU,2022,2
133,SL,EU,2022,2
132,MM,EU,2022,2
130,KY,EU,2022,2
124,PS,EU,2022,2
232,UG,EU,2022,2
118,GF,EU,2022,2
117,TM,EU,2022,2
174161,US,EU,2022,3
106085,GB,EU,2022,3
43363,CH,EU,2022,3
49713,IN,EU,2022,3
40598,CA,EU,2022,3
42142,UA,EU,2022,3
18271,NO,EU,2022,3
13809,TR,EU,2022,3
10203,HK,EU,2022,3
4388,NP,EU,2022,3
9527,AR,EU,2022,3
6861,IR,EU,2022,3
5280,MA,EU,2022,3
8771,IL,EU,2022,3
6027,SG,EU,2022,3
5589,PK,EU,2022,3
4617,TW,EU,2022,3
5164,NG,EU,2022,3
6836,ID,EU,2022,3
2546,AM,EU,2022,3
4557,ZA,EU,2022,3
2592,MY,EU,2022,3
5072,TH,EU,2022,3
6546,GE,EU,2022,3
5705,MX,EU,2022,3
5230,NZ,EU,2022,3
3631,KR,EU,2022,3
3709,AE,EU,2022,3
3043,TN,EU,2022,3
1178,RE,EU,2022,3
2021,BD,EU,2022,3
4030,MD,EU,2022,3
3701,PH,EU,2022,3
1860,KZ,EU,2022,3
1134,CM,EU,2022,3
139,CI,EU,2022,2
116,UZ,EU,2022,2
1426,AL,EU,2022,3
1682,LB,EU,2022,3
1203,BA,EU,2022,3
534,NI,EU,2022,3
462,KG,EU,2022,3
507,VE,EU,2022,3
580,PA,EU,2022,3
349,CV,EU,2022,3
911,UY,EU,2022,3
319,AO,EU,2022,3
313,GT,EU,2022,3
458,KH,EU,2022,3
255,GN,EU,2022,3
242,CU,EU,2022,3
732,SY,EU,2022,3
352,UZ,EU,2022,3
611,IS,EU,2022,3
311,SC,EU,2022,3
177,XK,EU,2022,3
172,CG,EU,2022,3
168,SV,EU,2022,3
165,LA,EU,2022,3
397,DO,EU,2022,3
146,ET,EU,2022,3
143,BJ,EU,2022,3
139,IQ,EU,2022,3
114,CI,EU,2022,3
107,SR,EU,2022,3
184552,US,EU,2022,4
50325,CH,EU,2022,4
35264,RU,EU,2022,4
40641,UA,EU,2022,4
20544,TR,EU,2022,4
19123,NO,EU,2022,4
16663,JP,EU,2022,4
10648,HK,EU,2022,4
10945,AR,EU,2022,4
5271,MA,EU,2022,4
6782,BY,EU,2022,4
8240,GE,EU,2022,4
2930,NP,EU,2022,4
5567,PK,EU,2022,4
4460,TW,EU,2022,4
6893,SG,EU,2022,4
6345,MX,EU,2022,4
4534,IR,EU,2022,4
3647,KZ,EU,2022,4
4631,ZA,EU,2022,4
5806,NZ,EU,2022,4
4057,KR,EU,2022,4
5837,AE,EU,2022,4
2956,MY,EU,2022,4
6694,TH,EU,2022,4
2881,TN,EU,2022,4
1033,RE,EU,2022,4
3463,EG,EU,2022,4
2242,DZ,EU,2022,4
1211,CM,EU,2022,4
952,AL,EU,2022,4
2936,MD,EU,2022,4
649,BO,EU,2022,4
749,KG,EU,2022,4
1580,EC,EU,2022,4
741,UZ,EU,2022,4
584,MU,EU,2022,4
417,MG,EU,2022,4
502,UG,EU,2022,4
490,VE,EU,2022,4
343,AZ,EU,2022,4
702,DO,EU,2022,4
286,JO,EU,2022,4
268,PF,EU,2022,4
446,XK,EU,2022,4
261,HT,EU,2022,4
47906,IN,EU,2022,4
47352,CA,EU,2022,4
8358,VN,EU,2022,4
334,NI,EU,2022,4
237,JE,EU,2022,4
234,IQ,EU,2022,4
220,SC,EU,2022,4
192,SR,EU,2022,4
176,SN,EU,2022,4
171,BJ,EU,2022,4
249,ET,EU,2022,4
271,KH,EU,2022,4
237,PA,EU,2022,4
348,SY,EU,2022,4
112,CU,EU,2022,4
108,LI,EU,2022,4
105,PS,EU,2022,4
217950,US,EU,2023,1
54698,CH,EU,2023,1
51620,IN,EU,2023,1
50296,CA,EU,2023,1
52318,UA,EU,2023,1
36860,RU,EU,2023,1
26274,AU,EU,2023,1
20110,TR,EU,2023,1
21544,JP,EU,2023,1
19879,NO,EU,2023,1
17844,AR,EU,2023,1
9654,HK,EU,2023,1
13605,IL,EU,2023,1
10118,TH,EU,2023,1
9461,BY,EU,2023,1
9167,VN,EU,2023,1
5731,IR,EU,2023,1
9165,MX,EU,2023,1
6021,MA,EU,2023,1
4928,KR,EU,2023,1
5684,NG,EU,2023,1
1687,RE,EU,2023,1
3625,MY,EU,2023,1
3865,TN,EU,2023,1
2952,CN,EU,2023,1
3271,PH,EU,2023,1
1906,BA,EU,2023,1
1041,MG,EU,2023,1
5641,TW,EU,2023,1
1302,KG,EU,2023,1
1141,CR,EU,2023,1
1237,BD,EU,2023,1
2111,UY,EU,2023,1
1435,MK,EU,2023,1
1304,CM,EU,2023,1
678,UG,EU,2023,1
460,CV,EU,2023,1
455,AZ,EU,2023,1
453,ML,EU,2023,1
642,CU,EU,2023,1
650,JO,EU,2023,1
400,AO,EU,2023,1
500,KW,EU,2023,1
493,DO,EU,2023,1
517,SN,EU,2023,1
1014,ET,EU,2023,1
563,SY,EU,2023,1
334,BJ,EU,2023,1
282,NI,EU,2023,1
570,KH,EU,2023,1
280,RW,EU,2023,1
438,PF,EU,2023,1
383,PA,EU,2023,1
514,XK,EU,2023,1
264,CW,EU,2023,1
253,PR,EU,2023,1
229,NC,EU,2023,1
217,LI,EU,2023,1
833,LK,EU,2023,1
201,MC,EU,2023,1
180,MN,EU,2023,1
172,QA,EU,2023,1
300,BH,EU,2023,1
128,PS,EU,2023,1
113,TZ,EU,2023,1
106,GT,EU,2023,1
463,ML,EU,2020,2
11837,JP,EU,2020,3
3017,PH,EU,2020,3
938,PE,EU,2020,3
197,PF,EU,2020,3
513,LK,EU,2020,4
284,JO,EU,2020,4
137,PA,EU,2020,4
9084,IL,EU,2021,1
452,GE,EU,2021,1
8163,IL,EU,2021,2
2399,AE,EU,2021,2
456,BD,EU,2021,2
143,BJ,EU,2021,2
5810,IL,EU,2021,3
950,BD,EU,2021,3
1718,MD,EU,2021,3
1584,GE,EU,2021,3
357,PF,EU,2021,3
2489,TW,EU,2021,4
300,OM,EU,2021,4
155,CD,EU,2021,4
25187,BR,EU,2022,1
7475,RS,EU,2022,1
4286,NP,EU,2022,1
4375,CN,EU,2022,1
4738,EG,EU,2022,1
3792,CO,EU,2022,1
1179,MU,EU,2022,1
1995,MY,EU,2022,1
2388,BA,EU,2022,1
2069,CL,EU,2022,1
3897,PH,EU,2022,1
499,AL,EU,2022,1
466,MQ,EU,2022,1
426,SA,EU,2022,1
132,OM,EU,2022,1
132,BJ,EU,2022,1
3360,CO,EU,2022,2
1680,MY,EU,2022,2
1033,EC,EU,2022,2
427,CV,EU,2022,2
499,CD,EU,2022,2
167,SM,EU,2022,2
155,BS,EU,2022,2
148,BJ,EU,2022,2
103,MR,EU,2022,2
22369,AU,EU,2022,3
28966,BR,EU,2022,3
15252,JP,EU,2022,3
3661,CO,EU,2022,3
1427,MU,EU,2022,3
2626,CL,EU,2022,3
1282,EC,EU,2022,3
791,MG,EU,2022,3
125,AD,EU,2022,3
12411,RS,EU,2022,4
4510,AM,EU,2022,4
9165,IL,EU,2022,4
4200,PH,EU,2022,4
2807,CN,EU,2022,4
1833,CR,EU,2022,4
898,LB,EU,2022,4
450,CV,EU,2022,4
362,OM,EU,2022,4
410,GH,EU,2022,4
22609,AU,EU,2022,4
235,AX,EU,2022,4
235,AO,EU,2022,4
9197,CO,EU,2023,1
6204,AM,EU,2023,1
9798,GE,EU,2023,1
7868,AE,EU,2023,1
5794,ZA,EU,2023,1
3377,CL,EU,2023,1
2107,PE,EU,2023,1
2339,DZ,EU,2023,1
10745,ID,EU,2023,1
2093,EC,EU,2023,1
539,VE,EU,2023,1
724,AD,EU,2023,1
481,JE,EU,2023,1
664,SA,EU,2023,1
329,CI,EU,2023,1
682,IS,EU,2023,1
510,OM,EU,2023,1
184,GP,EU,2023,1
106,SC,EU,2023,1
509,AD,EU,2020,4
178,KZ,EU,2020,3
262,IS,EU,2021,2
188,KZ,EU,2021,2
21198,AU,EU,2021,4
14088,JP,EU,2022,1
7712,RS,EU,2022,2
6498,MX,EU,2022,2
6200,BY,EU,2022,2
2706,CN,EU,2022,2
1290,PE,EU,2022,2
266,AO,EU,2022,2
8392,RS,EU,2022,3
3044,CN,EU,2022,3
329,OM,EU,2022,3
1487,PE,EU,2022,3
1297,LK,EU,2022,3
112,SM,EU,2022,3
2527,KE,EU,2022,4
1837,ME,EU,2022,4
332,GN,EU,2022,4
209,KW,EU,2022,4
29005,BR,EU,2023,1
6559,SG,EU,2023,1
