weight,source,destination,year,quarter
417,BE,SI,2020,4
505,YE,TR,2020,4
10466,RU,UA,2021,1
5090,FR,IN,2021,1
211,TR,BE,2020,4
916,AE,CA,2021,1
346,UA,JP,2021,1
225,AT,IL,2021,1
141,IE,PT,2021,1
881,GB,GR,2021,2
660,GR,CH,2021,2
356,IN,JM,2021,2
757,US,CU,2021,2
18481,TR,US,2021,3
8511,SK,US,2021,3
1502,HN,US,2021,3
1067,CZ,PL,2021,3
273,BG,BY,2021,3
198,LV,EG,2021,3
15301,RU,DE,2021,4
2341,RU,CN,2021,4
1664,GB,AT,2021,4
964,AR,CA,2021,4
727,LV,CZ,2021,4
652,CO,GB,2021,4
248,RS,BA,2021,4
170,AR,TR,2021,4
118,LK,DE,2021,4
282,BB,US,2022,1
272,BY,LT,2022,1
189,EG,NG,2022,1
4658,SG,ID,2022,2
4169,NP,US,2022,2
137,BY,RO,2022,2
43174,GB,DE,2022,3
670,FR,AR,2022,3
449,IN,TW,2022,3
411,HK,PL,2022,3
258,BE,HR,2022,3
1508,RO,PL,2022,4
974,DK,UY,2022,4
430,ZA,AU,2022,4
234,MU,IN,2022,4
226,GR,FI,2022,4
167,BG,AT,2022,4
147,LV,PL,2022,4
129140,AU,US,2023,1
2874,VE,AR,2023,1
109,BM,GB,2020,2
247,PF,DE,2022,1
1364,AT,RU,2022,3
165,IE,AT,2022,3
4696,HK,TW,2022,2
1152,HK,VN,2022,4
240,ES,MX,2020,1
3200,DE,IL,2020,2
180,AE,DO,2020,2
2700,US,TW,2020,3
1067,DK,NL,2020,3
375,FI,IL,2020,4
154,TW,ES,2020,4
207,BA,RU,2020,4
323,RO,SK,2021,1
164,AZ,DE,2021,3
212,TH,PL,2021,4
21426,DE,IN,2022,2
8661,SE,GB,2022,2
2380,IT,FI,2022,3
135,CO,ET,2022,3
125,PH,RU,2021,4
307,TR,NO,2022,1
3092,GB,BE,2022,3
200873,IN,US,2022,2
62347,CN,US,2020,2
1557,US,RS,2020,3
308,NO,BE,2020,3
143,BE,DK,2020,3
6041,PT,GB,2021,3
1199,LT,DE,2021,3
2215,NZ,DE,2022,2
267,BR,CL,2023,1
146,PE,BR,2023,1
161,AT,HK,2022,4
1419,KY,US,2023,1
332,TR,FI,2023,1
173,SA,DE,2023,1
1081,RU,BR,2023,1
177,HR,ZA,2022,4
144,UY,CH,2023,1
2796,GB,CN,2021,1
160,EU,GH,2021,4
107,EU,KH,2022,4
4848,RO,DE,2020,1
169,SN,US,2020,1
128,IN,RS,2020,1
376,US,NP,2020,2
399,PL,GR,2020,2
1095,JM,US,2020,2
1241,EG,IN,2020,3
324,VE,ES,2020,3
105,AT,PK,2020,3
105,BA,HR,2020,3
167,CA,MZ,2020,4
769,CL,RU,2021,1
694,ID,RU,2021,1
686,PK,IN,2021,1
1421,NG,GB,2021,1
953,MX,ES,2021,1
220,BE,EE,2020,4
269,TR,AU,2021,1
237,CZ,DK,2021,1
1731,DE,HK,2021,2
302,MX,AT,2021,2
206,CY,CA,2021,2
170,CO,VE,2021,2
145,BE,BG,2021,2
2296,PT,BR,2021,3
645,CZ,ZA,2021,3
687,CL,RU,2021,3
445,JO,CA,2021,3
195,EG,JO,2021,3
159,IL,SG,2021,3
139,LK,CA,2021,3
121,TZ,GB,2021,3
235,HN,BR,2021,4
112,AM,CA,2021,4
401,MY,IL,2022,1
385,AT,IE,2022,1
220,AE,MY,2022,1
800,VN,TH,2022,1
702,FR,CN,2022,2
278,DE,MA,2022,2
207,BY,LV,2022,3
2243,RU,FI,2022,4
3727,DE,RO,2022,4
981,NL,JP,2022,4
1900,GB,LT,2023,1
498,VE,ES,2021,1
207,TH,NZ,2021,1
346,RS,ES,2021,2
231,NG,ET,2022,2
307,PL,LU,2021,3
300,EU,UY,2020,3
359,PH,RU,2020,1
272,MY,ID,2021,2
1638,CA,JP,2022,1
480,VN,CA,2022,4
103,JP,MY,2021,3
1114,ES,GR,2021,4
1001,CZ,HK,2022,1
1136,AT,NO,2022,3
148,AL,RS,2022,3
1463,GT,US,2021,1
1495,MY,GB,2021,1
148,BR,GR,2021,3
4480,NL,BE,2021,4
381,CH,DK,2022,2
770,NL,AT,2022,3
489,GR,AU,2021,2
212,CR,JP,2023,1
106,ZA,AE,2022,4
2744,ME,US,2023,1
179,SE,BG,2020,1
1144,IN,AE,2020,2
462,SG,CH,2020,2
230,IN,GE,2020,2
1006,CA,BE,2020,2
1001,IR,FR,2020,3
442,CA,NG,2020,4
425,AU,SE,2021,2
8386,CL,US,2021,3
1561,FR,BR,2021,4
127,GR,PT,2021,4
4109,GE,RU,2022,1
2681,GT,US,2022,1
333,PL,BE,2022,1
1217,LV,GB,2022,2
7095,BR,DE,2022,2
189,NI,MX,2022,3
758,DZ,FR,2022,4
126,IN,BA,2022,4
108,MX,ZA,2021,3
554,ZA,IN,2021,4
285,AL,RS,2022,1
125,EG,PK,2022,1
2374,HK,CA,2022,3
224,KR,TH,2022,2
136,OM,TR,2022,3
281,BD,RO,2022,4
1057,GB,CY,2022,3
1000048,EU,US,2020,2
394,EU,SN,2021,2
210,SE,EE,2020,1
130,NO,IE,2020,2
848,TR,FR,2021,1
525,BR,SE,2021,4
316,NO,RO,2021,4
123,NO,AT,2022,1
1194,ID,PT,2022,4
1029,LT,GB,2020,3
1872,DE,BY,2021,4
204,LT,LV,2022,1
518,RO,DK,2022,3
589,BO,US,2022,2
190,LT,DK,2022,3
383,LV,UA,2020,3
257,NO,UA,2020,4
113,CA,CL,2022,1
2924,DK,SE,2022,1
119,TH,IT,2023,1
4618,FR,RU,2023,1
125,LT,TR,2022,4
188,GB,BA,2023,1
603,CY,NL,2023,1
2013,EU,MX,2022,4
1140,HK,DE,2020,1
721,SV,US,2020,1
221,CO,EC,2020,1
108,BR,RO,2020,1
277,CA,DK,2020,2
202,CA,ID,2020,2
168,MX,CU,2020,2
595,DE,KR,2020,3
375,SG,TW,2020,4
2252,AU,CA,2021,1
354,RW,US,2021,1
145,CM,US,2021,1
135,BD,AU,2021,1
2699,AT,GB,2021,2
1931,IR,US,2021,2
1272,US,DO,2021,2
456,LV,NL,2021,2
601,ID,CA,2021,3
547,BR,CN,2021,3
407,JE,GB,2021,3
191,NZ,IT,2021,3
422,CR,FR,2021,4
203,BE,DK,2021,4
4671,US,AR,2022,1
4038,PL,IN,2022,1
78918,HK,US,2022,4
225,RU,TH,2021,2
2016,US,SI,2022,4
127,SE,IS,2022,4
17824,FR,CH,2020,4
213,SE,GR,2020,2
2425,BR,CA,2020,3
119,AZ,IN,2020,3
939,IS,ES,2020,4
704,RS,RU,2021,3
127,DK,SK,2021,4
312,OM,IN,2022,3
2942,FR,NG,2020,3
121,AU,PT,2020,4
1461,IE,FR,2022,2
2306,CA,CN,2022,1
103,SG,NO,2022,2
655,NL,PH,2022,4
461,SY,QA,2023,1
115,GB,MM,2023,1
784,NL,HU,2023,1
217,VN,CZ,2023,1
4028,AU,NZ,2023,1
413,UA,ID,2023,1
140,ES,EC,2023,1
1705,NL,NO,2023,1
482,AM,BY,2023,1
1628,LT,DE,2023,1
247,LT,PK,2022,4
381,SG,UA,2020,1
339,MU,GB,2020,1
3087,PL,NL,2020,3
2081,IT,ES,2020,3
6179,AU,GB,2020,3
143,US,IQ,2020,3
213,SI,NL,2020,4
1894,NP,US,2021,1
219,BO,ES,2020,4
263,NL,AR,2021,1
208,CA,MA,2021,1
425,GR,SE,2021,2
615,TR,NO,2021,4
201,CU,IN,2022,1
6644,GB,IL,2022,2
153,HU,EE,2022,2
360,JP,MX,2022,4
8412,PL,BY,2023,1
199,JP,MM,2022,3
364,GB,BY,2022,2
285,CL,CO,2021,1
463,AU,KR,2021,2
281,PE,SG,2022,2
3212,RS,DE,2022,3
199,EC,FI,2020,3
714,NO,CH,2020,4
2238,US,TR,2021,2
483,ES,IE,2022,1
1506,CO,IN,2022,2
138,HK,DK,2023,1
162,PT,CM,2022,4
174,MX,GT,2023,1
312,MY,FR,2020,1
273,EG,GB,2020,1
269,TH,CA,2020,1
179,IN,HU,2020,1
2675,FR,IN,2020,2
1048,NL,DK,2020,2
103,UY,VE,2020,2
1223,NO,PL,2020,3
494,AU,ID,2020,3
213,KE,CA,2020,4
497,CA,VN,2021,1
965,IT,NO,2021,4
760,IN,AM,2022,3
411,AU,GR,2020,3
469,CY,CH,2021,2
764,EG,FR,2021,3
3385,DE,IL,2021,4
819,HU,FI,2022,4
1977,KR,DE,2021,1
400,UA,SK,2021,4
101,AT,PA,2021,4
155,FR,CO,2022,2
128,BY,JP,2022,3
1298,RU,PK,2020,4
189,DO,BR,2021,3
908,MU,US,2021,4
4206,US,BE,2022,2
251,LB,AU,2022,4
862,FR,FI,2022,1
11149,EU,TR,2022,2
1978,UA,SE,2020,1
4466,DK,DE,2020,2
158,AE,BY,2020,2
2470,NL,CA,2021,1
229,FI,RO,2021,1
150,PT,VE,2021,1
703,AT,BE,2021,2
772,US,PE,2021,3
485,ZW,GB,2021,3
121,CL,HK,2021,3
1912,CZ,IN,2021,4
140,HK,TH,2021,3
205,LU,CN,2021,4
1709,US,BG,2022,1
617,MD,BE,2022,3
117,GB,MT,2022,3
211,AE,AU,2022,4
386,PL,HU,2022,3
238,TR,BE,2021,3
5985,PH,US,2020,1
142,DE,LK,2020,4
19245,DE,CH,2021,2
127,BD,RU,2023,1
623,AT,GR,2023,1
7101,EU,HK,2021,4
117,JP,KE,2020,3
909,VN,CA,2020,4
1202,RU,SE,2021,3
174,PK,RO,2021,4
1029,US,ID,2022,3
1020,NO,CH,2021,4
903,US,CU,2020,2
241,RU,KR,2020,4
733,UA,AT,2020,3
405,LU,CA,2023,1
763,VE,CL,2023,1
14553,PH,US,2023,1
116,BR,BG,2022,4
108,GE,FI,2022,4
626,CY,PL,2023,1
159182,EU,GB,2020,4
921,UG,US,2020,2
104,CL,IN,2020,4
295,CA,VN,2021,2
4811,US,TW,2022,1
3806,NZ,AU,2022,1
286,IN,MY,2022,1
615,BG,ES,2022,3
123,PK,CN,2021,3
814,ZA,TW,2021,1
523,DK,ES,2021,1
1450,SE,AU,2020,2
210,ID,BY,2022,4
141,RU,GR,2023,1
132,TR,AE,2022,3
914,EU,ID,2022,1
2634,EU,TH,2023,1
969,IT,IL,2020,4
114,AU,PT,2020,3
220,HK,BR,2020,3
192,AU,NO,2020,4
176,CZ,SI,2020,4
1340,FR,LU,2022,1
181,SE,BG,2022,1
558,RS,PT,2022,3
647,NL,SG,2022,4
3384,PK,DE,2023,1
3013,DK,SE,2020,4
553,GB,TW,2020,4
26316,FI,US,2022,1
230,CA,VN,2022,3
218,GB,MT,2022,4
13866,SG,CN,2020,3
190,KR,SG,2021,1
142,EC,HK,2022,4
518,GB,TH,2023,1
1665,ZA,DE,2022,3
261,CL,NG,2020,2
178,KZ,DE,2020,3
1297,CO,MX,2021,1
381,NL,SG,2021,1
284,BR,RO,2021,2
440,CL,CA,2021,4
23730,KR,US,2022,3
869,HU,NO,2020,2
554,UA,AT,2021,1
533,SY,AE,2021,4
116381,ES,US,2022,2
336,JP,TH,2020,4
281,NZ,AR,2023,1
849,CL,DE,2022,1
847,PL,JP,2022,1
202,RS,CA,2022,1
1352,UA,TR,2023,1
131,EG,UA,2020,4
5591,CR,US,2021,1
505,CA,ZA,2020,1
385,SG,IL,2021,1
587,CA,CM,2022,4
144,JP,AT,2022,3
266,MG,US,2020,1
1785,NL,AU,2020,1
585,RU,KZ,2021,2
2291,NL,IT,2021,3
293,PK,AM,2022,3
107,SE,SI,2022,3
288,LV,BE,2021,2
767,ZA,CA,2020,2
172,IL,BA,2022,4
145,NZ,JP,2020,3
564,AR,UA,2021,3
132,MY,AM,2021,3
259,HR,RS,2021,1
197,CA,ID,2020,1
10005,BE,DE,2023,1
176,NL,AE,2020,2
573,PL,PT,2021,1
381,EC,CO,2022,1
118,BE,GR,2021,4
3708,DE,FI,2020,2
108,NL,NG,2020,1
23353,PK,US,2021,2
372,SG,BD,2022,2
346,TR,BY,2022,3
147,CZ,NZ,2021,1
246,KR,PL,2022,4
420,IT,IE,2022,2
847,CN,FR,2023,1
154,SE,CN,2023,1
686,CA,AR,2020,2
114,MT,IE,2020,4
107,JP,DK,2022,4
416,AZ,US,2021,1
597,TW,AU,2021,3
1142,AU,RU,2022,3
1043,GE,ES,2023,1
372,KR,SG,2020,3
1638,US,GR,2022,3
265,IL,CZ,2021,3
140,AM,IN,2021,3
1114,SE,CH,2022,2
2003,US,GR,2021,4
1287,DZ,US,2020,4
3293,PL,FR,2021,3
553,MM,SG,2020,3
180,MY,PH,2021,1
997,RU,CY,2023,1
156133,EU,GB,2020,2
244,AT,SK,2020,4
269,UA,BG,2021,4
169,CY,SE,2020,4
164,CO,AU,2021,2
2865,EU,EG,2020,4
423,IE,NO,2020,2
172,UG,PL,2021,3
1120,RO,CA,2022,4
731,TR,CA,2022,3
129,LT,AE,2021,3
721,AU,CZ,2023,1
944,FR,RO,2020,3
548,US,AE,2022,1
365,ZW,US,2022,4
331,GB,CO,2022,2
518,RS,IT,2021,3
1429,US,ID,2023,1
2124,CA,ES,2023,1
1898,PT,FR,2020,4
579,CH,CZ,2020,4
223,CH,NO,2023,1
3344,HK,TW,2021,2
232,LU,RU,2021,2
2970,PL,NL,2020,1
340,SA,FR,2023,1
5431,HK,JP,2021,1
1269,PL,ES,2020,3
129,EC,AR,2020,4
268,BE,DK,2021,2
167,BR,TR,2022,2
1156,ET,US,2022,4
239,KZ,PL,2022,4
298,BO,ES,2021,2
244,CH,HU,2021,2
195,PH,SE,2022,1
1922,RO,NL,2022,3
281,TW,KR,2022,3
482,MX,PE,2020,3
127,UG,ET,2022,2
166,FI,BY,2022,3
2583,EU,PK,2022,1
7759,HR,US,2020,3
944,IN,IE,2020,4
169,ES,TR,2020,4
113,KE,PL,2021,2
7061,GB,RU,2021,3
261,DK,BE,2021,3
234,PT,FI,2021,4
147,IL,NO,2022,1
174,NG,JP,2022,2
1754,US,SI,2022,3
777,AU,ES,2022,3
3692,PK,IN,2022,3
9629,BE,DE,2022,4
1291,DJ,SN,2022,4
225,ES,RS,2021,1
1243,BR,AU,2021,4
2702,JP,RU,2022,3
387,FI,BD,2022,3
118,PK,NP,2022,3
16527,PL,GB,2022,4
780,SG,CA,2021,2
857,CA,CH,2021,4
1621,TH,IL,2022,3
353,AD,BR,2022,3
151,CY,ES,2021,2
215,CH,ID,2022,3
218818,CA,US,2020,1
718,VN,KR,2021,3
300,VE,DE,2021,3
128,SE,KR,2021,3
167,IE,GR,2021,4
577,NO,DK,2022,1
647,NO,CZ,2021,4
487,IR,FR,2022,2
2861,CY,DE,2022,4
3204,JP,GB,2020,2
334,CH,GR,2020,4
1117,TH,GB,2020,3
1185,HU,NL,2020,3
1173,PK,ES,2020,3
224,DK,IL,2021,1
156,FI,JP,2022,1
153,IS,CA,2022,4
921,HK,RU,2022,3
188,VE,CA,2021,2
429,DO,AR,2022,1
745,NZ,CA,2022,4
5340,SG,IN,2022,3
294,PE,VE,2021,4
13808,DE,IN,2021,1
101,PL,ID,2022,2
330,AT,CN,2020,1
128,KH,FR,2022,1
3495,FI,RU,2021,3
148,BJ,FR,2022,2
4027,DE,IL,2021,3
2094,BD,IN,2020,4
203,IN,EE,2022,1
20446,PK,US,2023,1
1872,CH,RU,2021,4
1204,FR,BR,2021,3
984,HU,AT,2021,4
5318,IN,IL,2022,3
1264,JP,SG,2020,3
401,CZ,AT,2020,1
565,KH,TH,2021,2
545,IL,NZ,2021,3
142,NZ,PL,2021,3
162,UA,AM,2022,3
449,RU,IE,2022,4
148,AE,HR,2021,1
415,UA,NP,2021,2
102,UY,AT,2022,3
340,US,AL,2022,4
392,BH,IN,2020,3
967,CZ,CA,2022,2
112,FR,UY,2020,3
118,GE,BE,2020,4
523,LV,CZ,2021,2
226,NZ,FR,2022,2
2312,FR,CZ,2020,4
5288,IT,NL,2021,4
121,KE,AU,2022,3
125,IN,UG,2021,1
188,UA,AE,2022,1
127,IL,TR,2022,1
1480,PL,FI,2022,2
1628,PH,IN,2023,1
433,AR,PL,2022,2
327,AT,JP,2020,1
725,GB,HR,2021,1
557,IL,IT,2021,1
901,RO,CA,2021,2
257,VE,CR,2021,3
2310,NL,PL,2021,4
964,ZA,CH,2021,2
318,VN,BG,2021,3
255,PL,HK,2020,4
7780,AU,GB,2021,2
255,LT,DK,2021,3
743,CH,FI,2021,3
129,VE,UA,2020,1
638,IL,FR,2021,3
292,GE,HK,2022,1
106,UA,HU,2022,1
277,BE,SK,2022,1
277,IN,QA,2022,1
152,IL,BY,2022,3
103,PK,SG,2022,3
8353,US,ES,2020,4
179,FR,MX,2020,1
1418,FR,NO,2022,3
305,FI,CH,2021,2
610,RO,IT,2021,4
1899,US,RO,2022,3
4354,IT,FR,2022,2
4079,UY,AR,2022,3
597,PK,SE,2020,3
115,BG,IL,2020,2
279,KR,CH,2021,4
616,CL,GB,2022,2
136,CH,IE,2020,4
265,CN,IL,2020,1
1936,TW,DE,2021,2
11353,CA,GB,2021,4
242,SG,SE,2022,1
558,PL,BE,2021,2
8758,AU,DE,2022,4
1901,MK,GB,2022,4
278,NG,PL,2021,3
136,NL,SY,2021,2
290,BH,GB,2022,2
728,SE,VN,2022,1
5380,FR,IN,2022,2
137,DE,OM,2022,2
191,PE,BR,2020,1
852,MD,IN,2021,1
123,TH,UA,2021,4
352,LV,IN,2021,1
669,NG,CA,2022,3
2502,US,IE,2020,1
3948,BG,GB,2022,1
1015,CR,DE,2022,1
347,NG,AU,2022,2
1550,EG,BE,2022,3
406,UA,EE,2021,1
900,SE,CH,2020,3
347,MU,GB,2022,2
382,BY,GH,2022,3
207,BG,CA,2020,1
643,MX,GB,2020,1
883,EC,RW,2020,1
502,IN,MY,2021,4
357,NL,MY,2022,1
678,KE,IN,2021,1
1217,CA,CZ,2021,3
179,DO,GB,2022,3
155,HK,TH,2022,3
219,FI,HK,2022,3
2640,CO,MX,2020,3
367,NO,IT,2021,2
1849,SE,IT,2020,2
489,SG,PH,2021,3
180,HK,ID,2020,2
184,RU,LT,2020,4
1527,TR,UA,2022,1
63221,US,DE,2022,1
519,AR,CZ,2022,1
430,LT,CH,2022,1
6898,PL,IL,2022,3
1050,GB,HU,2021,4
163,BR,UY,2022,3
1823,EG,GB,2022,3
38134,IE,US,2022,2
421,HK,AR,2020,3
152,CA,GR,2021,1
213,VN,CN,2021,4
136,IN,SK,2022,1
123,MK,IN,2022,3
230,RU,ZA,2020,2
238,BR,GR,2020,4
566,GB,SI,2022,1
261,FI,KR,2021,4
547,BY,IN,2021,4
248,MX,VE,2020,3
667,GH,NG,2022,1
278,NP,FR,2022,1
383,NZ,CN,2022,2
1235,LU,DE,2020,2
129,BD,PK,2022,4
1214,KZ,US,2021,4
122,JP,BE,2021,4
2165,SK,DE,2021,1
934,BG,UA,2021,4
624,DK,RU,2021,4
473,QA,IN,2021,4
5717,UY,US,2020,1
139,PK,AT,2021,4
849,IN,VN,2022,4
579,ID,CH,2022,4
551,LV,TR,2020,2
453,IL,NO,2020,2
465,EU,PE,2021,2
343,CN,IL,2020,3
1017,RO,BE,2021,4
2620,NO,GB,2022,3
207,CR,AR,2022,1
156,TR,AZ,2022,4
662,MX,AR,2021,1
318,KE,ZA,2021,3
184,AT,TR,2020,4
3804,IN,SG,2022,4
876,AR,VE,2022,1
299,UY,SK,2020,3
18612,JP,HK,2021,4
511,KH,TH,2022,1
220,AU,ID,2021,1
1118,LT,DK,2022,1
104,VN,DK,2021,2
278,NZ,CH,2020,3
44673,CZ,US,2021,1
903,AU,HK,2022,1
205,FR,UG,2022,1
9061,US,ES,2022,3
55497,US,DE,2021,2
1814,SE,IT,2022,1
518,VN,IN,2021,1
761,GB,MY,2020,2
1167,AU,CZ,2021,3
358,SI,CZ,2020,2
254,AR,MX,2020,2
4443,DE,PL,2020,4
11599,UA,DE,2020,4
113,IT,EE,2020,4
4499,CA,AU,2022,3
771,KZ,GE,2022,4
295,RU,TW,2020,3
130,NO,BR,2020,1
104,TZ,NP,2021,3
215,ZA,ES,2021,1
582,JP,MY,2022,1
169,EC,PE,2021,4
733,VE,IN,2021,1
282,LT,LV,2022,4
326,RO,ES,2022,3
219,TH,SG,2022,1
137,UZ,KE,2021,1
137,IL,PS,2020,4
648,AU,UA,2021,1
186,CA,HR,2022,3
122,TN,IT,2021,2
1782,BR,NL,2021,2
291,DE,SA,2022,4
791,ZA,PL,2021,3
319,DE,ID,2022,2
175,DE,MD,2022,2
1120,FR,AT,2021,1
170,AR,JP,2022,4
254,CO,DO,2021,4
521,VN,UA,2022,1
224,MY,RU,2022,1
6910,US,PL,2020,2
1130,IN,NG,2020,3
1017,VN,GB,2021,3
468,FI,CH,2022,4
1025,DE,CO,2022,4
228,TH,NL,2021,2
206,VE,CR,2020,4
1345,MD,US,2022,2
104,IL,ZA,2021,4
106,MN,KR,2021,1
942,CZ,CH,2021,1
6799,EU,CO,2020,1
602,EU,MA,2020,1
281,EU,MZ,2020,1
179,EU,RE,2020,1
1978,EU,MA,2020,2
346,EU,AL,2020,2
492,EU,LB,2020,2
119,EU,KZ,2020,2
1092,EU,MA,2020,3
206,EU,MG,2020,3
45940,EU,IN,2020,4
693,EU,NP,2020,4
1764,EU,UG,2021,1
381,EU,BD,2021,1
233,EU,CU,2021,1
1026,EU,MY,2021,2
139,EU,JO,2021,2
55852,EU,IN,2021,4
12952,EU,CN,2021,4
138,EU,VG,2021,4
134,EU,TG,2021,4
5444,EU,SG,2022,1
15391,EU,AR,2022,2
8998,EU,IR,2022,2
757,EU,SY,2022,2
115,EU,NC,2022,2
198957,EU,GB,2022,3
5039,EU,TN,2023,1
1893,EU,TW,2023,1
107,EU,MM,2022,1
14991,EU,HK,2022,3
51207,CN,US,2020,1
20626,JP,CN,2020,1
5456,PL,RU,2020,1
5281,US,CZ,2020,1
4404,DE,PL,2020,1
4282,GB,PL,2020,1
3821,SE,NO,2020,1
2967,AE,US,2020,1
2443,CA,CZ,2020,1
2058,FR,NG,2020,1
1825,ID,SG,2020,1
1727,GB,CN,2020,1
1595,IL,NL,2020,1
1497,ES,CZ,2020,1
1456,RU,SE,2020,1
1430,LT,DE,2020,1
1258,LU,FR,2020,1
1233,PT,BR,2020,1
1190,IN,IL,2020,1
1114,ES,IL,2020,1
1090,KH,US,2020,1
1062,IN,KR,2020,1
993,NL,IL,2020,1
913,AR,ES,2020,1
880,ID,DE,2020,1
833,US,TH,2020,1
690,FR,NZ,2020,1
594,JP,NL,2020,1
582,IN,AT,2020,1
513,IQ,US,2020,1
445,UA,NO,2020,1
433,NO,UA,2020,1
425,FI,CA,2020,1
421,CH,DK,2020,1
418,IT,CL,2020,1
397,BG,PL,2020,1
374,MY,SG,2020,1
351,CN,NG,2020,1
339,CH,GR,2020,1
294,CA,KR,2020,1
270,NO,DK,2020,1
267,TT,US,2020,1
265,BR,CN,2020,1
261,AU,BY,2020,1
241,CH,VN,2020,1
240,SK,CH,2020,1
231,CH,BE,2020,1
219,RU,LU,2020,1
207,PT,ZA,2020,1
205,BY,UG,2020,1
204,PT,AT,2020,1
189,HK,MY,2020,1
183,FI,IE,2020,1
181,DO,GB,2020,1
181,NG,ES,2020,1
179,ES,BY,2020,1
171,RS,DK,2020,1
159,SI,MX,2020,1
158,KH,FR,2020,1
157,PS,SA,2020,1
147,ES,TH,2020,1
144,DO,ES,2020,1
142,SG,AT,2020,1
134,DO,CA,2020,1
134,EE,DK,2020,1
125,AE,CA,2020,1
116,LT,DK,2020,1
114,KE,ZA,2020,1
2327,CH,NO,2020,1
548,FR,RO,2020,1
353,AL,RS,2020,1
348,IL,PL,2020,1
267,AT,RO,2020,1
227,VN,CZ,2020,1
208,BD,DE,2020,1
175,JP,MX,2020,1
164,NG,UG,2020,1
123,IR,IL,2020,1
610,CZ,BR,2020,1
321,GB,MY,2020,1
266,HK,KR,2020,1
165,FI,AU,2020,1
1718,MX,ES,2020,1
107,GB,EG,2020,1
106,AE,FR,2020,1
101,KE,RO,2020,1
83076,ES,US,2020,2
7114,FR,ES,2020,2
5762,ES,CO,2020,2
4357,GB,CH,2020,2
4000,PE,US,2020,2
3176,IR,US,2020,2
2632,UA,FR,2020,2
2116,LV,US,2020,2
2046,BD,US,2020,2
1983,ES,RU,2020,2
1717,NL,FI,2020,2
1657,HK,SG,2020,2
1616,US,BO,2020,2
1592,MK,US,2020,2
1391,US,MY,2020,2
1348,IN,ES,2020,2
1231,RU,SG,2020,2
1103,JP,SG,2020,2
982,JP,RU,2020,2
832,BR,RU,2020,2
720,TH,UA,2020,2
622,RU,DK,2020,2
563,MX,PE,2020,2
539,UA,JP,2020,2
400,JP,NO,2020,2
392,KZ,NL,2020,2
390,BG,MX,2020,2
377,CL,CH,2020,2
369,ZA,FR,2020,2
343,PH,JP,2020,2
335,DK,HU,2020,2
316,TW,FR,2020,2
297,CA,LV,2020,2
296,NI,US,2020,2
291,US,MD,2020,2
266,NL,PT,2020,2
259,AE,NL,2020,2
240,VE,FR,2020,2
237,AZ,US,2020,2
224,DK,HR,2020,2
193,RO,BR,2020,2
192,BY,AR,2020,2
179,NZ,IN,2020,2
177,US,KW,2020,2
175,CH,SG,2020,2
174,CL,RU,2020,2
173,PK,FR,2020,2
173,ID,BR,2020,2
164,RU,AR,2020,2
108,BR,HT,2020,1
3303,PL,FR,2020,2
3202,IN,KR,2020,2
2163,NL,PL,2020,2
1613,IT,BE,2020,2
852,BA,US,2020,2
634,GB,SK,2020,2
580,CZ,FI,2020,2
386,ID,GB,2020,2
373,LV,GB,2020,2
230,PE,IT,2020,2
226,LK,NO,2020,2
195,ES,TW,2020,2
184,GB,MK,2020,2
163,NZ,SG,2020,2
3623,SK,CZ,2020,2
418,PK,CA,2020,2
271,TR,CN,2020,2
169,TR,AU,2020,2
649,RO,CO,2020,2
523,GR,RU,2020,2
495,AU,PL,2020,2
323,IL,SG,2020,2
191,RS,CH,2020,2
186,KR,PL,2020,2
303,MA,DE,2020,2
166,SG,ZA,2020,2
461,RU,TH,2020,2
242,HU,PH,2020,2
152,CH,VN,2020,2
148,PL,MG,2020,2
146,GE,HU,2020,2
143,AU,CO,2020,2
142,KZ,AU,2020,2
141,US,SV,2020,2
140,EC,GB,2020,2
137,LB,SA,2020,2
137,TH,HK,2020,2
122,NZ,CH,2020,2
122,SN,US,2020,2
112,CN,AE,2020,2
109,PA,CO,2020,2
107,TR,PL,2020,2
3772,DE,IT,2020,3
3021,BG,GB,2020,3
2463,CA,IL,2020,3
2424,US,BG,2020,3
1820,NL,CH,2020,3
1338,AT,CA,2020,3
1291,MX,GB,2020,3
1072,NO,NL,2020,3
1029,RU,PL,2020,3
937,ZA,TW,2020,3
804,CN,IN,2020,3
786,HU,ES,2020,3
756,BR,PH,2020,3
732,SI,TH,2020,3
685,BR,NG,2020,3
537,KR,IN,2020,3
458,HU,NO,2020,3
449,BE,EE,2020,3
440,LU,CH,2020,3
385,GE,RU,2020,3
358,BE,CZ,2020,3
347,CH,SE,2020,3
320,NZ,SE,2020,3
294,RS,IN,2020,3
271,BR,CH,2020,3
141,SA,IN,2020,2
137,ID,ES,2020,2
121,US,MA,2020,2
115,VN,GR,2020,2
107,MT,IL,2020,2
105,HR,SE,2020,2
3277,CR,US,2020,3
1302,IN,SE,2020,3
1225,LT,TR,2020,3
1083,UG,GB,2020,3
563,TR,ES,2020,3
451,EG,RU,2020,3
396,TH,UA,2020,3
281,NO,ES,2020,3
266,ET,NG,2020,3
226,NZ,RU,2020,3
104,BA,HK,2020,2
1401,ES,BE,2020,3
969,RU,CZ,2020,3
868,GB,FI,2020,3
850,FI,HK,2020,3
384,TR,ZA,2020,3
115,KR,TW,2020,2
2532,TR,GB,2020,3
1092,IN,BG,2020,3
